Abuse001_x264: [('Fighting', 0.30537155), ('Shooting', 0.18349612), ('Vandalism', 0.17987147), ('Normal Videos', 0.1674006), ('Arson', 0.16227728), ('Arrest', 0.12186389), ('Explosion', 0.11755353), ('Accident', 0.09152554), ('Abuse', 0.08819868), ('Stealing', 0.08510065), ('Burglary', 0.08301012), ('Robbery', 0.07686375), ('Assault', 0.072600104), ('Shoplifting', 0.047343165)]
Shoplifting026_x264: [('Vandalism', 0.3793379), ('Shoplifting', 0.3790944), ('Robbery', 0.34814793), ('Stealing', 0.3228953), ('Burglary', 0.3200706), ('Shooting', 0.23887335), ('Arrest', 0.23425299), ('Normal Videos', 0.21043886), ('Abuse', 0.19526564), ('Arson', 0.19035935), ('Assault', 0.18873125), ('Fighting', 0.17777988), ('Explosion', 0.17687126), ('Accident', 0.17598179)]
Shoplifting027_x264: [('Vandalism', 0.24389075), ('Fighting', 0.23335296), ('Burglary', 0.21289325), ('Stealing', 0.20932128), ('Shoplifting', 0.19412097), ('Robbery', 0.19094083), ('Arson', 0.18612099), ('Explosion', 0.18328917), ('Shooting', 0.1640685), ('Normal Videos', 0.15659136), ('Abuse', 0.15377724), ('Assault', 0.12529679), ('Arrest', 0.036257137), ('Accident', 0.020426119)]
Shoplifting028_x264: [('Burglary', 0.42596528), ('Shoplifting', 0.41430017), ('Robbery', 0.3963689), ('Stealing', 0.37730128), ('Vandalism', 0.3170581), ('Arrest', 0.29656273), ('Normal Videos', 0.2767309), ('Shooting', 0.22691278), ('Fighting', 0.21450993), ('Assault', 0.2093179), ('Abuse', 0.17723209), ('Arson', 0.17481422), ('Explosion', 0.13520893), ('Accident', 0.1332978)]
Shoplifting029_x264: [('Shoplifting', 0.40100944), ('Burglary', 0.39965537), ('Robbery', 0.38855052), ('Stealing', 0.3771608), ('Vandalism', 0.36475152), ('Fighting', 0.29481208), ('Shooting', 0.26652324), ('Normal Videos', 0.2559945), ('Arrest', 0.24023667), ('Arson', 0.22679201), ('Assault', 0.20722175), ('Abuse', 0.19458526), ('Explosion', 0.17512359), ('Accident', 0.14355174)]
Shoplifting030_x264: [('Shoplifting', 0.42359447), ('Robbery', 0.41519833), ('Burglary', 0.39822292), ('Stealing', 0.37001038), ('Arrest', 0.27834678), ('Vandalism', 0.27214378), ('Shooting', 0.2676237), ('Assault', 0.24771062), ('Normal Videos', 0.21087387), ('Fighting', 0.17568141), ('Abuse', 0.1727198), ('Arson', 0.14531551), ('Accident', 0.14326292), ('Explosion', 0.1223442)]
Shoplifting031_x264: [('Burglary', 0.43388748), ('Robbery', 0.40394798), ('Shoplifting', 0.3947489), ('Stealing', 0.38113755), ('Normal Videos', 0.36236086), ('Shooting', 0.290227), ('Arrest', 0.25836098), ('Vandalism', 0.25752497), ('Fighting', 0.18832219), ('Arson', 0.1757065), ('Assault', 0.16917875), ('Accident', 0.15950347), ('Explosion', 0.14034975), ('Abuse', 0.10824165)]
Shoplifting032_x264: [('Burglary', 0.37707472), ('Shoplifting', 0.37266338), ('Robbery', 0.3726068), ('Stealing', 0.33739883), ('Vandalism', 0.32018554), ('Shooting', 0.3042258), ('Normal Videos', 0.2784813), ('Arrest', 0.27815095), ('Assault', 0.24068925), ('Fighting', 0.23926198), ('Accident', 0.19016445), ('Arson', 0.17547652), ('Explosion', 0.1622758), ('Abuse', 0.14501281)]
Shoplifting033_x264: [('Shoplifting', 0.28651738), ('Stealing', 0.23717509), ('Vandalism', 0.23493688), ('Fighting', 0.22964369), ('Robbery', 0.22674464), ('Burglary', 0.21166542), ('Shooting', 0.18160713), ('Normal Videos', 0.16661826), ('Arrest', 0.1493674), ('Arson', 0.14416228), ('Abuse', 0.11590709), ('Assault', 0.099964455), ('Explosion', 0.098944604), ('Accident', 0.04152883)]
Shoplifting034_x264: [('Shoplifting', 0.32416564), ('Burglary', 0.29721683), ('Robbery', 0.2743799), ('Stealing', 0.27334052), ('Normal Videos', 0.23361868), ('Vandalism', 0.21492763), ('Arrest', 0.19741726), ('Shooting', 0.19674268), ('Assault', 0.1597845), ('Fighting', 0.144579), ('Abuse', 0.1296109), ('Arson', 0.11199264), ('Accident', 0.09000374), ('Explosion', 0.08191758)]
Shoplifting036_x264: [('Shoplifting', 0.39043447), ('Abuse', 0.3664863), ('Robbery', 0.364445), ('Stealing', 0.34146214), ('Burglary', 0.3270009), ('Arrest', 0.31962007), ('Assault', 0.31320727), ('Vandalism', 0.28632593), ('Fighting', 0.17992595), ('Accident', 0.17606406), ('Shooting', 0.14659896), ('Normal Videos', 0.14440423), ('Arson', 0.13088685), ('Explosion', 0.07951507)]
Shoplifting037_x264: [('Burglary', 0.28681716), ('Normal Videos', 0.26676103), ('Vandalism', 0.2605831), ('Shooting', 0.26024818), ('Fighting', 0.25319517), ('Robbery', 0.24889919), ('Stealing', 0.24401441), ('Arrest', 0.22783647), ('Shoplifting', 0.22109318), ('Accident', 0.18751688), ('Arson', 0.17391092), ('Abuse', 0.15350461), ('Explosion', 0.13331544), ('Assault', 0.102760166)]
Shoplifting038_x264: [('Burglary', 0.42240363), ('Shoplifting', 0.39995676), ('Robbery', 0.39451206), ('Stealing', 0.3686731), ('Vandalism', 0.32940507), ('Shooting', 0.32906485), ('Normal Videos', 0.30888665), ('Arrest', 0.2847922), ('Fighting', 0.2491892), ('Arson', 0.21846676), ('Explosion', 0.18443453), ('Assault', 0.18291742), ('Abuse', 0.14690134), ('Accident', 0.11849936)]
Shoplifting039_x264: [('Vandalism', 0.24461386), ('Shoplifting', 0.23296943), ('Burglary', 0.22411484), ('Fighting', 0.20922327), ('Stealing', 0.20606306), ('Robbery', 0.20380136), ('Shooting', 0.19859692), ('Normal Videos', 0.18517223), ('Abuse', 0.14870758), ('Arson', 0.1409421), ('Explosion', 0.13440718), ('Assault', 0.12646355), ('Arrest', 0.11804632), ('Accident', 0.0778858)]
Shoplifting040_x264: [('Shoplifting', 0.33335814), ('Burglary', 0.30980656), ('Robbery', 0.30779558), ('Stealing', 0.3025223), ('Normal Videos', 0.27450103), ('Vandalism', 0.26765847), ('Shooting', 0.2624669), ('Arrest', 0.23446499), ('Accident', 0.20543623), ('Fighting', 0.20503768), ('Abuse', 0.20477363), ('Assault', 0.17070982), ('Arson', 0.15393586), ('Explosion', 0.08872777)]
Shoplifting041_x264: [('Shoplifting', 0.32562745), ('Robbery', 0.29712504), ('Burglary', 0.28747505), ('Stealing', 0.26686656), ('Vandalism', 0.2298814), ('Normal Videos', 0.22147135), ('Shooting', 0.19530626), ('Arrest', 0.18193075), ('Fighting', 0.14618552), ('Abuse', 0.1428261), ('Arson', 0.11303234), ('Assault', 0.105889335), ('Explosion', 0.103511706), ('Accident', 0.08648123)]
Shoplifting042_x264: [('Robbery', 0.40729812), ('Shoplifting', 0.38763547), ('Burglary', 0.38168174), ('Stealing', 0.37422597), ('Vandalism', 0.2962129), ('Shooting', 0.23694965), ('Abuse', 0.22331664), ('Arrest', 0.22006705), ('Normal Videos', 0.1891166), ('Accident', 0.186618), ('Arson', 0.17778555), ('Fighting', 0.17065583), ('Assault', 0.15462482), ('Explosion', 0.14723039)]
Shoplifting043_x264: [('Fighting', 0.2509543), ('Normal Videos', 0.24139935), ('Shoplifting', 0.23467055), ('Robbery', 0.23015743), ('Stealing', 0.22954059), ('Burglary', 0.21457446), ('Vandalism', 0.19434786), ('Abuse', 0.17688993), ('Shooting', 0.14755327), ('Arson', 0.12645477), ('Arrest', 0.11996168), ('Assault', 0.11599224), ('Explosion', 0.071912244), ('Accident', 0.071203336)]
Shoplifting044_x264: [('Burglary', 0.35580465), ('Robbery', 0.33831084), ('Shooting', 0.33468643), ('Shoplifting', 0.31580812), ('Stealing', 0.31349948), ('Vandalism', 0.29420662), ('Normal Videos', 0.23941341), ('Arrest', 0.23249213), ('Accident', 0.22017257), ('Fighting', 0.20728382), ('Explosion', 0.19489259), ('Assault', 0.19022165), ('Arson', 0.17582795), ('Abuse', 0.14713182)]
Shoplifting045_x264: [('Shoplifting', 0.532425), ('Robbery', 0.5098429), ('Burglary', 0.5038799), ('Stealing', 0.45799848), ('Vandalism', 0.3564266), ('Arrest', 0.348893), ('Shooting', 0.26124364), ('Assault', 0.23481236), ('Abuse', 0.22910291), ('Arson', 0.22831547), ('Explosion', 0.20893778), ('Normal Videos', 0.205675), ('Accident', 0.14855686), ('Fighting', 0.14814472)]
Shoplifting047_x264: [('Robbery', 0.47327578), ('Shoplifting', 0.46063796), ('Burglary', 0.45590764), ('Stealing', 0.40887034), ('Arrest', 0.32015732), ('Vandalism', 0.2878233), ('Shooting', 0.26731363), ('Assault', 0.24650384), ('Normal Videos', 0.1885893), ('Abuse', 0.18349665), ('Arson', 0.16901585), ('Explosion', 0.14888749), ('Fighting', 0.14489642), ('Accident', 0.1404374)]
Shoplifting048_x264: [('Robbery', 0.4241336), ('Shoplifting', 0.40951473), ('Burglary', 0.40845188), ('Stealing', 0.38301456), ('Abuse', 0.32898802), ('Vandalism', 0.32417375), ('Assault', 0.30505323), ('Shooting', 0.3025221), ('Arrest', 0.30073977), ('Fighting', 0.2732346), ('Normal Videos', 0.2540723), ('Arson', 0.21743122), ('Accident', 0.21402404), ('Explosion', 0.16944994)]
Shoplifting049_x264: [('Shoplifting', 0.49451932), ('Burglary', 0.49030453), ('Robbery', 0.4824009), ('Stealing', 0.44439366), ('Vandalism', 0.3264436), ('Arrest', 0.3134531), ('Shooting', 0.25657457), ('Assault', 0.22254774), ('Normal Videos', 0.18296173), ('Abuse', 0.18282673), ('Fighting', 0.1745654), ('Arson', 0.15096606), ('Accident', 0.13816181), ('Explosion', 0.1282512)]
Shoplifting050_x264: [('Burglary', 0.43316495), ('Robbery', 0.42522997), ('Shoplifting', 0.40436918), ('Stealing', 0.37482476), ('Shooting', 0.30112475), ('Arrest', 0.294416), ('Normal Videos', 0.25089875), ('Vandalism', 0.23961987), ('Assault', 0.2288636), ('Fighting', 0.20522147), ('Accident', 0.1596736), ('Abuse', 0.14813052), ('Arson', 0.13638869), ('Explosion', 0.12656331)]
Shoplifting051_x264: [('Vandalism', 0.2999125), ('Robbery', 0.280896), ('Stealing', 0.258689), ('Shooting', 0.251082), ('Burglary', 0.24832918), ('Shoplifting', 0.24079429), ('Fighting', 0.21988282), ('Arrest', 0.21139078), ('Normal Videos', 0.19897178), ('Accident', 0.17986095), ('Abuse', 0.17964062), ('Arson', 0.14470977), ('Explosion', 0.12054095), ('Assault', 0.118607)]
Shoplifting052_x264: [('Burglary', 0.34561682), ('Shoplifting', 0.3292902), ('Robbery', 0.3277949), ('Normal Videos', 0.31120345), ('Stealing', 0.2935328), ('Vandalism', 0.29090482), ('Shooting', 0.26811942), ('Arrest', 0.2381261), ('Fighting', 0.19079664), ('Assault', 0.18062082), ('Abuse', 0.16691369), ('Arson', 0.16565868), ('Accident', 0.15918297), ('Explosion', 0.13098766)]
Shoplifting053_x264: [('Shoplifting', 0.23415107), ('Stealing', 0.19947116), ('Robbery', 0.19636005), ('Burglary', 0.19565883), ('Vandalism', 0.18898903), ('Fighting', 0.16787761), ('Shooting', 0.1402142), ('Normal Videos', 0.13607907), ('Abuse', 0.12109317), ('Arrest', 0.118709594), ('Explosion', 0.08105944), ('Arson', 0.07662373), ('Assault', 0.075471155), ('Accident', 0.056815766)]
Shoplifting054_x264: [('Robbery', 0.33496687), ('Shoplifting', 0.33150876), ('Burglary', 0.3296005), ('Arrest', 0.30751735), ('Stealing', 0.29410493), ('Vandalism', 0.27708727), ('Normal Videos', 0.25078213), ('Shooting', 0.23834142), ('Fighting', 0.19401848), ('Assault', 0.18673831), ('Abuse', 0.18169807), ('Accident', 0.17345883), ('Arson', 0.16522288), ('Explosion', 0.14553155)]
Shoplifting055_x264: [('Burglary', 0.4062848), ('Robbery', 0.40228647), ('Shoplifting', 0.37005907), ('Stealing', 0.35924947), ('Vandalism', 0.3296249), ('Shooting', 0.29459375), ('Arrest', 0.2924111), ('Arson', 0.23982769), ('Normal Videos', 0.23436986), ('Assault', 0.21296339), ('Explosion', 0.2059538), ('Accident', 0.20348969), ('Fighting', 0.19502652), ('Abuse', 0.16199923)]
Stealing002_x264: [('Vandalism', 0.24072495), ('Normal Videos', 0.21142375), ('Fighting', 0.19738586), ('Accident', 0.19342506), ('Robbery', 0.16406873), ('Burglary', 0.16259545), ('Stealing', 0.16194618), ('Shooting', 0.15751886), ('Shoplifting', 0.15000656), ('Arson', 0.13376516), ('Abuse', 0.112450376), ('Assault', 0.110060275), ('Explosion', 0.1033909), ('Arrest', 0.0961505)]
Stealing003_x264: [('Vandalism', 0.31011707), ('Burglary', 0.2586227), ('Stealing', 0.24153581), ('Shoplifting', 0.24090049), ('Robbery', 0.22003609), ('Shooting', 0.18812379), ('Arson', 0.18397254), ('Arrest', 0.15649085), ('Fighting', 0.14978842), ('Accident', 0.13386364), ('Explosion', 0.12887062), ('Assault', 0.1282084), ('Normal Videos', 0.122490674), ('Abuse', 0.120955095)]
Stealing004_x264: [('Vandalism', 0.26608604), ('Burglary', 0.24552692), ('Fighting', 0.19383393), ('Robbery', 0.19266734), ('Shooting', 0.19169083), ('Stealing', 0.19118294), ('Shoplifting', 0.18657506), ('Accident', 0.18528807), ('Assault', 0.18331735), ('Normal Videos', 0.16802424), ('Arson', 0.1634745), ('Explosion', 0.15352646), ('Arrest', 0.13141786), ('Abuse', 0.10209963)]
Stealing006_x264: [('Vandalism', 0.27740362), ('Accident', 0.24798095), ('Robbery', 0.21290478), ('Fighting', 0.19988081), ('Burglary', 0.19432041), ('Normal Videos', 0.18760663), ('Stealing', 0.17347616), ('Shooting', 0.16953123), ('Shoplifting', 0.16170369), ('Abuse', 0.15641797), ('Assault', 0.15588203), ('Arson', 0.1437515), ('Explosion', 0.1290849), ('Arrest', 0.11912713)]
Stealing007_x264: [('Vandalism', 0.3787673), ('Fighting', 0.28065294), ('Burglary', 0.26450586), ('Robbery', 0.26297733), ('Shooting', 0.242946), ('Arson', 0.23092127), ('Stealing', 0.22625548), ('Explosion', 0.21983698), ('Shoplifting', 0.20332907), ('Normal Videos', 0.19154242), ('Abuse', 0.16768676), ('Assault', 0.15520427), ('Arrest', 0.15493147), ('Accident', 0.15301664)]
Stealing008_x264: [('Vandalism', 0.27290016), ('Accident', 0.18735695), ('Burglary', 0.17888144), ('Robbery', 0.17814428), ('Shoplifting', 0.17188838), ('Shooting', 0.1658048), ('Fighting', 0.16436762), ('Stealing', 0.16305819), ('Arrest', 0.16262221), ('Assault', 0.16017255), ('Abuse', 0.15038177), ('Normal Videos', 0.14340635), ('Explosion', 0.12625024), ('Arson', 0.10803308)]
Stealing009_x264: [('Vandalism', 0.32462907), ('Normal Videos', 0.25150874), ('Burglary', 0.23812224), ('Shooting', 0.23329417), ('Robbery', 0.23197266), ('Shoplifting', 0.22269163), ('Fighting', 0.21944138), ('Stealing', 0.20713174), ('Arrest', 0.19288157), ('Explosion', 0.18534064), ('Assault', 0.18182401), ('Arson', 0.17338368), ('Accident', 0.14052051), ('Abuse', 0.076789945)]
Stealing010_x264: [('Vandalism', 0.27112615), ('Normal Videos', 0.24897079), ('Burglary', 0.20086527), ('Robbery', 0.19574095), ('Accident', 0.19025697), ('Shoplifting', 0.1742852), ('Fighting', 0.17151034), ('Stealing', 0.17007157), ('Abuse', 0.15755987), ('Shooting', 0.14238495), ('Arson', 0.14102334), ('Assault', 0.13419196), ('Arrest', 0.108882695), ('Explosion', 0.10069761)]
Stealing011_x264: [('Vandalism', 0.3367214), ('Burglary', 0.28039125), ('Robbery', 0.27487314), ('Stealing', 0.2632349), ('Shoplifting', 0.25413433), ('Fighting', 0.24241206), ('Normal Videos', 0.21964766), ('Shooting', 0.21298048), ('Arson', 0.18421127), ('Accident', 0.16021234), ('Explosion', 0.16013497), ('Arrest', 0.15644822), ('Assault', 0.146466), ('Abuse', 0.13310891)]
Stealing012_x264: [('Vandalism', 0.37332195), ('Burglary', 0.32996884), ('Robbery', 0.30624926), ('Shoplifting', 0.29191744), ('Stealing', 0.28565687), ('Fighting', 0.25214702), ('Shooting', 0.2502984), ('Normal Videos', 0.22824861), ('Assault', 0.21583799), ('Arson', 0.19107983), ('Arrest', 0.18401414), ('Abuse', 0.16561997), ('Explosion', 0.15362883), ('Accident', 0.13920411)]
Stealing013_x264: [('Burglary', 0.2816078), ('Normal Videos', 0.24223182), ('Stealing', 0.22477862), ('Robbery', 0.22258565), ('Vandalism', 0.2111361), ('Shoplifting', 0.19547391), ('Shooting', 0.18020824), ('Arrest', 0.16008772), ('Arson', 0.14459935), ('Fighting', 0.13621041), ('Assault', 0.13061711), ('Accident', 0.10237066), ('Explosion', 0.09501497), ('Abuse', 0.094788715)]
Stealing014_x264: [('Vandalism', 0.33163804), ('Burglary', 0.23652397), ('Fighting', 0.2310973), ('Shooting', 0.22803459), ('Robbery', 0.21805143), ('Shoplifting', 0.20798536), ('Stealing', 0.206725), ('Normal Videos', 0.1997548), ('Explosion', 0.18897802), ('Accident', 0.17719424), ('Arson', 0.1705263), ('Arrest', 0.15828088), ('Assault', 0.14984229), ('Abuse', 0.10975421)]
Stealing015_x264: [('Vandalism', 0.27327842), ('Robbery', 0.21960676), ('Fighting', 0.21796815), ('Burglary', 0.20930499), ('Accident', 0.20615265), ('Stealing', 0.20351999), ('Shoplifting', 0.19468513), ('Arson', 0.18900137), ('Normal Videos', 0.17937405), ('Abuse', 0.15076803), ('Shooting', 0.14973065), ('Assault', 0.14493), ('Explosion', 0.11680759), ('Arrest', 0.11381654)]
Stealing016_x264: [('Burglary', 0.3122576), ('Vandalism', 0.2794307), ('Robbery', 0.24475446), ('Shoplifting', 0.24316852), ('Stealing', 0.24073675), ('Normal Videos', 0.19932958), ('Arrest', 0.19217345), ('Arson', 0.17513487), ('Shooting', 0.16622475), ('Fighting', 0.16579252), ('Assault', 0.1579205), ('Accident', 0.15758628), ('Abuse', 0.13738489), ('Explosion', 0.10423614)]
Stealing017_x264: [('Burglary', 0.29616904), ('Vandalism', 0.2948869), ('Shooting', 0.28130826), ('Robbery', 0.26407674), ('Arson', 0.26223403), ('Normal Videos', 0.2570045), ('Shoplifting', 0.23194365), ('Arrest', 0.2269918), ('Stealing', 0.22473514), ('Assault', 0.2148701), ('Fighting', 0.2134999), ('Explosion', 0.20814411), ('Abuse', 0.18606383), ('Accident', 0.17557168)]
Stealing018_x264: [('Vandalism', 0.30136508), ('Burglary', 0.24992661), ('Shoplifting', 0.23150103), ('Robbery', 0.22907811), ('Stealing', 0.22492188), ('Normal Videos', 0.20562771), ('Fighting', 0.19729897), ('Arson', 0.17734337), ('Shooting', 0.16419235), ('Accident', 0.15934184), ('Explosion', 0.14706215), ('Assault', 0.1304876), ('Abuse', 0.11746894), ('Arrest', 0.10899149)]
Stealing019_x264: [('Vandalism', 0.38059747), ('Robbery', 0.36170703), ('Burglary', 0.35800624), ('Stealing', 0.3118956), ('Arrest', 0.31150073), ('Assault', 0.3009531), ('Abuse', 0.29103416), ('Shoplifting', 0.28679687), ('Fighting', 0.27188167), ('Arson', 0.23824394), ('Shooting', 0.22270998), ('Accident', 0.20075905), ('Explosion', 0.17744833), ('Normal Videos', 0.17572367)]
Stealing020_x264: [('Vandalism', 0.26194933), ('Burglary', 0.2424984), ('Normal Videos', 0.21420237), ('Stealing', 0.2058475), ('Shoplifting', 0.19955477), ('Robbery', 0.19721681), ('Shooting', 0.18743125), ('Accident', 0.17860475), ('Arson', 0.15703352), ('Fighting', 0.15189461), ('Arrest', 0.13337989), ('Abuse', 0.12804618), ('Assault', 0.12294272), ('Explosion', 0.11083956)]
Stealing021_x264: [('Normal Videos', 0.24903496), ('Burglary', 0.23601133), ('Vandalism', 0.22561994), ('Robbery', 0.20001584), ('Fighting', 0.18644738), ('Stealing', 0.17881466), ('Accident', 0.17175964), ('Shoplifting', 0.17011592), ('Shooting', 0.15171185), ('Abuse', 0.14823842), ('Arson', 0.14715447), ('Assault', 0.13558039), ('Arrest', 0.12216586), ('Explosion', 0.091147795)]
Stealing022_x264: [('Vandalism', 0.41392463), ('Robbery', 0.35098895), ('Accident', 0.3221634), ('Burglary', 0.30945492), ('Shoplifting', 0.29569077), ('Stealing', 0.29421714), ('Fighting', 0.29144603), ('Shooting', 0.25257653), ('Explosion', 0.2401374), ('Abuse', 0.23579448), ('Arrest', 0.2339306), ('Assault', 0.2286332), ('Arson', 0.22275278), ('Normal Videos', 0.20194426)]
Stealing023_x264: [('Vandalism', 0.2804639), ('Normal Videos', 0.21084699), ('Abuse', 0.2107729), ('Arson', 0.18632211), ('Burglary', 0.18543284), ('Accident', 0.17743906), ('Fighting', 0.1728928), ('Shooting', 0.16765228), ('Shoplifting', 0.16423029), ('Arrest', 0.16405182), ('Robbery', 0.16369016), ('Stealing', 0.15767264), ('Assault', 0.14772452), ('Explosion', 0.121929936)]
Stealing024_x264: [('Fighting', 0.19058001), ('Vandalism', 0.18659213), ('Normal Videos', 0.1672557), ('Stealing', 0.14569625), ('Robbery', 0.13840398), ('Shooting', 0.12894386), ('Burglary', 0.12609416), ('Shoplifting', 0.12507236), ('Accident', 0.11539532), ('Arrest', 0.109184556), ('Abuse', 0.1057093), ('Assault', 0.09670599), ('Arson', 0.08702087), ('Explosion', 0.04579035)]
Stealing025_x264: [('Burglary', 0.43637082), ('Robbery', 0.42775005), ('Vandalism', 0.41757262), ('Shoplifting', 0.38795426), ('Stealing', 0.3777353), ('Shooting', 0.34876576), ('Assault', 0.326535), ('Arrest', 0.31729156), ('Fighting', 0.29445958), ('Arson', 0.26833695), ('Normal Videos', 0.26047426), ('Explosion', 0.255562), ('Accident', 0.2519092), ('Abuse', 0.25086612)]
Stealing026_x264: [('Burglary', 0.5075375), ('Robbery', 0.45987874), ('Shoplifting', 0.45725375), ('Stealing', 0.43606967), ('Vandalism', 0.35113972), ('Arrest', 0.33556017), ('Shooting', 0.25171745), ('Assault', 0.24620569), ('Arson', 0.21438265), ('Explosion', 0.19618529), ('Abuse', 0.19292882), ('Normal Videos', 0.18590333), ('Accident', 0.1848604), ('Fighting', 0.16685298)]
Stealing027_x264: [('Burglary', 0.38385618), ('Vandalism', 0.36898807), ('Robbery', 0.35021156), ('Shoplifting', 0.3148553), ('Stealing', 0.30957362), ('Normal Videos', 0.28445238), ('Arrest', 0.27126628), ('Shooting', 0.26495707), ('Arson', 0.2411625), ('Fighting', 0.23919532), ('Accident', 0.2218036), ('Explosion', 0.18614401), ('Abuse', 0.16686612), ('Assault', 0.158739)]
