Abuse001_x264: [('Fighting', 0.2473864), ('Assault', 0.24733552), ('Abuse', 0.22662574), ('Explosion', 0.2183716), ('Burglary', 0.21833363), ('Arrest', 0.19959828), ('Vandalism', 0.19219466), ('Robbery', 0.18040663), ('Normal_Videos_', 0.1694072), ('Arson', 0.15237531), ('RoadAccidents', 0.1517644), ('Shooting', 0.14273702), ('Stealing', 0.13822368), ('Shoplifting', 0.11471912)]
Normal_Videos335_x264: [('Normal_Videos_', 0.28044757), ('Burglary', 0.2398046), ('Abuse', 0.21917263), ('Vandalism', 0.21202867), ('Arrest', 0.18745595), ('Explosion', 0.18680757), ('RoadAccidents', 0.18559216), ('Robbery', 0.18536001), ('Assault', 0.18128484), ('Stealing', 0.17816356), ('Shoplifting', 0.17524594), ('Shooting', 0.15994012), ('Arson', 0.14656958), ('Fighting', 0.12424646)]
Normal_Videos336_x264: [('Fighting', 0.22255687), ('Robbery', 0.18432322), ('Explosion', 0.18376341), ('Shooting', 0.1806184), ('Stealing', 0.17594305), ('Abuse', 0.17186493), ('Assault', 0.15227315), ('Arrest', 0.14892644), ('Arson', 0.12421779), ('Vandalism', 0.11571173), ('Burglary', 0.11408444), ('Shoplifting', 0.100987025), ('Normal_Videos_', 0.080446206), ('RoadAccidents', 0.058892824)]
Normal_Videos337_x264: [('Burglary', 0.28382513), ('Normal_Videos_', 0.26076764), ('Robbery', 0.2243222), ('Shooting', 0.20900072), ('Explosion', 0.19842467), ('Shoplifting', 0.17306308), ('Vandalism', 0.16728842), ('Stealing', 0.16639861), ('Assault', 0.16276333), ('Fighting', 0.16166456), ('Abuse', 0.14155003), ('Arrest', 0.14046453), ('Arson', 0.12620635), ('RoadAccidents', 0.062796295)]
Normal_Videos338_x264: [('RoadAccidents', 0.3386876), ('Normal_Videos_', 0.26150784), ('Stealing', 0.24148186), ('Robbery', 0.23619445), ('Shoplifting', 0.21854332), ('Shooting', 0.2150043), ('Burglary', 0.19027144), ('Arrest', 0.18514769), ('Vandalism', 0.16321522), ('Explosion', 0.14094545), ('Assault', 0.13640328), ('Abuse', 0.13538513), ('Arson', 0.115927614), ('Fighting', 0.095166355)]
Normal_Videos339_x264: [('RoadAccidents', 0.36081582), ('Burglary', 0.26703984), ('Vandalism', 0.25348032), ('Robbery', 0.25319368), ('Explosion', 0.24217975), ('Shoplifting', 0.22647916), ('Arrest', 0.21525672), ('Arson', 0.21424448), ('Stealing', 0.20616525), ('Abuse', 0.19564988), ('Assault', 0.1798822), ('Normal_Videos_', 0.15559477), ('Shooting', 0.14354818), ('Fighting', 0.12103526)]
Normal_Videos340_x264: [('RoadAccidents', 0.32005137), ('Normal_Videos_', 0.28765222), ('Shooting', 0.24334002), ('Robbery', 0.18725002), ('Stealing', 0.18183792), ('Burglary', 0.15983352), ('Shoplifting', 0.14924332), ('Arrest', 0.14692414), ('Vandalism', 0.13705446), ('Assault', 0.12861168), ('Explosion', 0.12679042), ('Arson', 0.1219553), ('Abuse', 0.113621816), ('Fighting', 0.0966309)]
Normal_Videos341_x264: [('Normal_Videos_', 0.20391336), ('Robbery', 0.10629569), ('Assault', 0.1039456), ('RoadAccidents', 0.103210434), ('Stealing', 0.10306868), ('Shooting', 0.10276621), ('Explosion', 0.090779774), ('Vandalism', 0.08851821), ('Burglary', 0.08841169), ('Shoplifting', 0.082254045), ('Arrest', 0.08015518), ('Fighting', 0.06543401), ('Abuse', 0.043781977), ('Arson', 0.010802854)]
Normal_Videos342_x264: [('Stealing', 0.2852424), ('Robbery', 0.27919358), ('Shoplifting', 0.2332688), ('Burglary', 0.22930887), ('Arrest', 0.19511263), ('Vandalism', 0.17423722), ('Explosion', 0.16935232), ('Fighting', 0.13806793), ('Abuse', 0.13029496), ('RoadAccidents', 0.11768016), ('Shooting', 0.11681108), ('Arson', 0.10862484), ('Normal_Videos_', 0.098573394), ('Assault', 0.09796212)]
Normal_Videos343_x264: [('Fighting', 0.14997229), ('Burglary', 0.14568754), ('Shoplifting', 0.14216469), ('Robbery', 0.12994204), ('Assault', 0.1290982), ('Explosion', 0.1048505), ('Stealing', 0.097284004), ('Shooting', 0.09510262), ('Vandalism', 0.08191301), ('Arson', 0.060901806), ('Arrest', 0.047596376), ('Normal_Videos_', 0.04593157), ('Abuse', 0.033605468), ('RoadAccidents', 0.023323461)]
Normal_Videos344_x264: [('Burglary', 0.2020389), ('Vandalism', 0.18610793), ('Explosion', 0.1829158), ('Assault', 0.17408277), ('Robbery', 0.16387278), ('Arrest', 0.16236788), ('Shoplifting', 0.15446904), ('RoadAccidents', 0.15080094), ('Shooting', 0.15061146), ('Stealing', 0.14185983), ('Fighting', 0.13991168), ('Abuse', 0.13488474), ('Normal_Videos_', 0.1335127), ('Arson', 0.087275654)]
Normal_Videos346_x264: [('Shoplifting', 0.32532313), ('Robbery', 0.28085193), ('Stealing', 0.20859507), ('Burglary', 0.19688869), ('Shooting', 0.14733578), ('Vandalism', 0.14682847), ('RoadAccidents', 0.14414066), ('Arrest', 0.14033571), ('Fighting', 0.13126475), ('Normal_Videos_', 0.12455642), ('Assault', 0.11904539), ('Explosion', 0.103104874), ('Abuse', 0.098682776), ('Arson', 0.045416966)]
Normal_Videos347_x264: [('Shoplifting', 0.37686998), ('RoadAccidents', 0.3464045), ('Burglary', 0.31478393), ('Vandalism', 0.29630858), ('Robbery', 0.26610106), ('Abuse', 0.26502234), ('Arson', 0.25634915), ('Stealing', 0.24752718), ('Assault', 0.24292731), ('Arrest', 0.24161372), ('Normal_Videos_', 0.23996142), ('Shooting', 0.1973297), ('Explosion', 0.19104618), ('Fighting', 0.1550727)]
Normal_Videos348_x264: [('RoadAccidents', 0.38763124), ('Normal_Videos_', 0.31325525), ('Robbery', 0.2577961), ('Shooting', 0.23968327), ('Stealing', 0.21513404), ('Arrest', 0.21247675), ('Explosion', 0.19907235), ('Burglary', 0.19744188), ('Arson', 0.19516538), ('Shoplifting', 0.18410903), ('Vandalism', 0.18344593), ('Assault', 0.18253021), ('Abuse', 0.15528005), ('Fighting', 0.121435724)]
Normal_Videos349_x264: [('Shoplifting', 0.28847408), ('Burglary', 0.27796996), ('Robbery', 0.27756092), ('Explosion', 0.2440826), ('Normal_Videos_', 0.22890376), ('RoadAccidents', 0.22593054), ('Vandalism', 0.20207417), ('Abuse', 0.19923578), ('Stealing', 0.19353996), ('Arrest', 0.17049262), ('Arson', 0.16147792), ('Shooting', 0.14939107), ('Assault', 0.1482334), ('Fighting', 0.09207922)]
Normal_Videos350_x264: [('Abuse', 0.16826205), ('Vandalism', 0.14996329), ('Robbery', 0.12476677), ('Assault', 0.12028225), ('Explosion', 0.118853875), ('Shoplifting', 0.110918336), ('Stealing', 0.11034789), ('RoadAccidents', 0.1021906), ('Normal_Videos_', 0.09460328), ('Burglary', 0.094347075), ('Arrest', 0.09178434), ('Fighting', 0.06368171), ('Shooting', 0.061244946), ('Arson', 0.054433458)]
Normal_Videos351_x264: [('RoadAccidents', 0.31094033), ('Robbery', 0.2606117), ('Explosion', 0.23604146), ('Arrest', 0.20642608), ('Normal_Videos_', 0.20199153), ('Burglary', 0.18724415), ('Stealing', 0.18263833), ('Vandalism', 0.18095477), ('Shoplifting', 0.17527916), ('Arson', 0.17480531), ('Assault', 0.15789253), ('Abuse', 0.15629984), ('Shooting', 0.15571797), ('Fighting', 0.122545876)]
Normal_Videos353_x264: [('Shoplifting', 0.31217164), ('Normal_Videos_', 0.23812056), ('Robbery', 0.21455932), ('Burglary', 0.16752122), ('Stealing', 0.16181795), ('RoadAccidents', 0.16043213), ('Explosion', 0.15986606), ('Shooting', 0.15109307), ('Arrest', 0.14196709), ('Vandalism', 0.14120692), ('Assault', 0.13603695), ('Abuse', 0.12920886), ('Arson', 0.110097215), ('Fighting', 0.07196895)]
Normal_Videos354_x264: [('Normal_Videos_', 0.3658858), ('Shoplifting', 0.33890426), ('Robbery', 0.28505266), ('Burglary', 0.2695062), ('Stealing', 0.2564028), ('Abuse', 0.23294292), ('Shooting', 0.22095376), ('Vandalism', 0.21536641), ('Assault', 0.2115489), ('Explosion', 0.21129714), ('Arrest', 0.2097164), ('Fighting', 0.20600884), ('RoadAccidents', 0.20528597), ('Arson', 0.14891297)]
Normal_Videos355_x264: [('RoadAccidents', 0.24935637), ('Normal_Videos_', 0.24423832), ('Shoplifting', 0.20199588), ('Arrest', 0.14033477), ('Shooting', 0.13695955), ('Explosion', 0.12117984), ('Burglary', 0.116433755), ('Assault', 0.115574464), ('Arson', 0.11397953), ('Robbery', 0.112720504), ('Fighting', 0.10090306), ('Vandalism', 0.09862742), ('Stealing', 0.09542509), ('Abuse', 0.054076746)]
Normal_Videos356_x264: [('Normal_Videos_', 0.22695747), ('Burglary', 0.19027387), ('Explosion', 0.14038807), ('Robbery', 0.13813525), ('Vandalism', 0.11477211), ('Arrest', 0.10597686), ('Shooting', 0.10567914), ('Assault', 0.09900573), ('Shoplifting', 0.08624992), ('Abuse', 0.06540822), ('RoadAccidents', 0.052088335), ('Fighting', 0.04528503), ('Arson', 0.038734905), ('Stealing', 0.025929123)]
Normal_Videos357_x264: [('RoadAccidents', 0.34126592), ('Arrest', 0.2743582), ('Burglary', 0.26926064), ('Normal_Videos_', 0.2627092), ('Robbery', 0.26190126), ('Stealing', 0.26080942), ('Vandalism', 0.23855823), ('Explosion', 0.2354776), ('Shooting', 0.22739932), ('Shoplifting', 0.19717605), ('Assault', 0.19673353), ('Arson', 0.18100323), ('Abuse', 0.17287302), ('Fighting', 0.15829514)]
Normal_Videos358_x264: [('Normal_Videos_', 0.25391266), ('Burglary', 0.22705723), ('Stealing', 0.21392128), ('Shoplifting', 0.2083203), ('RoadAccidents', 0.19968805), ('Arrest', 0.19195469), ('Vandalism', 0.18592334), ('Robbery', 0.18261747), ('Explosion', 0.16373843), ('Abuse', 0.132496), ('Assault', 0.13093272), ('Shooting', 0.11896239), ('Arson', 0.11493388), ('Fighting', 0.093893036)]
Normal_Videos359_x264: [('Shoplifting', 0.20270273), ('Vandalism', 0.13788648), ('Robbery', 0.13765308), ('Burglary', 0.13296835), ('Assault', 0.121814616), ('RoadAccidents', 0.11799492), ('Arrest', 0.09641774), ('Abuse', 0.085855566), ('Stealing', 0.0828836), ('Fighting', 0.06444749), ('Shooting', 0.051184807), ('Explosion', 0.048299775), ('Normal_Videos_', 0.035441644), ('Arson', 0.03166988)]
Normal_Videos361_x264: [('Shoplifting', 0.21744077), ('Burglary', 0.14645246), ('Stealing', 0.137082), ('Normal_Videos_', 0.13663414), ('Robbery', 0.12879176), ('Explosion', 0.12775326), ('Vandalism', 0.119469926), ('RoadAccidents', 0.119004704), ('Abuse', 0.10467086), ('Arrest', 0.10401354), ('Assault', 0.0879724), ('Fighting', 0.07245495), ('Arson', 0.04089623), ('Shooting', 0.036334977)]
Normal_Videos362_x264: [('Robbery', 0.3742591), ('Shoplifting', 0.35533112), ('Burglary', 0.2783535), ('Stealing', 0.26583856), ('Vandalism', 0.22017628), ('RoadAccidents', 0.21591812), ('Normal_Videos_', 0.2053861), ('Arrest', 0.17243785), ('Explosion', 0.16707487), ('Abuse', 0.16132286), ('Fighting', 0.111380965), ('Assault', 0.10617117), ('Shooting', 0.10601459), ('Arson', 0.09074492)]
Normal_Videos363_x264: [('Normal_Videos_', 0.30514675), ('RoadAccidents', 0.27177322), ('Explosion', 0.26078624), ('Stealing', 0.24455859), ('Robbery', 0.23785135), ('Burglary', 0.2295239), ('Shooting', 0.22150326), ('Arson', 0.21813013), ('Shoplifting', 0.20410536), ('Vandalism', 0.19393983), ('Arrest', 0.18086942), ('Abuse', 0.14475212), ('Assault', 0.119716346), ('Fighting', 0.101639)]
Normal_Videos364_x264: [('Normal_Videos_', 0.2431665), ('Burglary', 0.23620673), ('Vandalism', 0.1982064), ('Arrest', 0.19780909), ('Explosion', 0.19518998), ('Robbery', 0.18595314), ('Shooting', 0.16390383), ('Assault', 0.15424071), ('Abuse', 0.14288357), ('Fighting', 0.12763327), ('Arson', 0.1257744), ('Stealing', 0.118662745), ('Shoplifting', 0.1062025), ('RoadAccidents', 0.07713856)]
Normal_Videos366_x264: [('Normal_Videos_', 0.34781787), ('Burglary', 0.1477212), ('Explosion', 0.14417887), ('Shooting', 0.14217205), ('Robbery', 0.13705039), ('Vandalism', 0.13329293), ('Stealing', 0.11548122), ('Shoplifting', 0.10980047), ('Arrest', 0.10428762), ('Abuse', 0.09889425), ('Assault', 0.09235835), ('Arson', 0.0914672), ('RoadAccidents', 0.08836382), ('Fighting', 0.05580906)]
Normal_Videos367_x264: [('Robbery', 0.33572125), ('RoadAccidents', 0.3307106), ('Burglary', 0.3250595), ('Shoplifting', 0.29911643), ('Stealing', 0.26273885), ('Vandalism', 0.2462124), ('Arrest', 0.23845406), ('Explosion', 0.19525419), ('Abuse', 0.18347186), ('Normal_Videos_', 0.167701), ('Arson', 0.16494626), ('Shooting', 0.16223302), ('Assault', 0.14690623), ('Fighting', 0.0954225)]
Normal_Videos368_x264: [('Shoplifting', 0.25829893), ('Normal_Videos_', 0.19651979), ('Robbery', 0.15601686), ('Stealing', 0.14315934), ('Burglary', 0.14231333), ('Shooting', 0.13016956), ('Fighting', 0.10828547), ('Vandalism', 0.10332003), ('Arson', 0.10309446), ('RoadAccidents', 0.1026798), ('Explosion', 0.095435254), ('Arrest', 0.066906855), ('Assault', 0.06567099), ('Abuse', 0.059072018)]
Normal_Videos369_x264: [('Burglary', 0.29235923), ('Shoplifting', 0.28845644), ('Normal_Videos_', 0.24979481), ('Robbery', 0.24722959), ('Vandalism', 0.24511263), ('Arrest', 0.22676864), ('Explosion', 0.22369626), ('Stealing', 0.22112726), ('Abuse', 0.22011136), ('RoadAccidents', 0.21216965), ('Fighting', 0.20660263), ('Shooting', 0.18365282), ('Assault', 0.1746153), ('Arson', 0.16366118)]
Normal_Videos370_x264: [('Normal_Videos_', 0.31611633), ('Shoplifting', 0.23456998), ('Burglary', 0.19099247), ('Abuse', 0.17823693), ('Stealing', 0.16769683), ('Explosion', 0.16176008), ('Robbery', 0.15955086), ('Vandalism', 0.1567904), ('Shooting', 0.10726616), ('Assault', 0.1056353), ('Arrest', 0.10512668), ('Fighting', 0.10071586), ('RoadAccidents', 0.09948194), ('Arson', 0.08851525)]
Normal_Videos371_x264: [('Stealing', 0.20549984), ('Burglary', 0.18742624), ('Abuse', 0.18447733), ('Explosion', 0.1782279), ('Robbery', 0.17096493), ('Normal_Videos_', 0.16393083), ('Fighting', 0.15894343), ('Vandalism', 0.15736252), ('Shoplifting', 0.14694262), ('Arrest', 0.13352798), ('Arson', 0.12115828), ('Shooting', 0.11474789), ('Assault', 0.096208885), ('RoadAccidents', 0.085663736)]
Normal_Videos372_x264: [('Shoplifting', 0.23858607), ('Normal_Videos_', 0.21743584), ('Explosion', 0.21486706), ('Burglary', 0.20589632), ('RoadAccidents', 0.18332534), ('Shooting', 0.17783946), ('Robbery', 0.16778603), ('Vandalism', 0.16768795), ('Stealing', 0.15583465), ('Arson', 0.13749263), ('Assault', 0.12397348), ('Abuse', 0.11144953), ('Arrest', 0.10041035), ('Fighting', 0.084372416)]
Normal_Videos373_x264: [('Shooting', 0.4205557), ('RoadAccidents', 0.37661397), ('Explosion', 0.3267078), ('Normal_Videos_', 0.30437884), ('Arson', 0.26174456), ('Robbery', 0.24870996), ('Shoplifting', 0.24020022), ('Stealing', 0.2154094), ('Arrest', 0.20759726), ('Vandalism', 0.2015509), ('Burglary', 0.20049675), ('Fighting', 0.17695889), ('Assault', 0.16376466), ('Abuse', 0.14371487)]
Normal_Videos374_x264: [('Normal_Videos_', 0.17105858), ('Arrest', 0.16589564), ('Burglary', 0.15785277), ('Robbery', 0.15073675), ('Stealing', 0.14484665), ('Explosion', 0.13788588), ('Shooting', 0.13020474), ('Vandalism', 0.11665947), ('Arson', 0.115924016), ('Fighting', 0.11306912), ('Abuse', 0.1069202), ('Shoplifting', 0.10676442), ('RoadAccidents', 0.087847225), ('Assault', 0.08270357)]
Normal_Videos375_x264: [('Stealing', 0.22347759), ('Burglary', 0.22287795), ('Abuse', 0.18450236), ('Robbery', 0.1788989), ('Vandalism', 0.1784842), ('Normal_Videos_', 0.17529118), ('Fighting', 0.16968542), ('Explosion', 0.16968109), ('Arrest', 0.16330875), ('Shoplifting', 0.15353754), ('Shooting', 0.12887105), ('Arson', 0.12639), ('Assault', 0.12624773), ('RoadAccidents', 0.07267918)]
Normal_Videos376_x264: [('Normal_Videos_', 0.23949507), ('Stealing', 0.21204937), ('Burglary', 0.2093113), ('Shoplifting', 0.1946047), ('Vandalism', 0.18269777), ('RoadAccidents', 0.16368568), ('Robbery', 0.14482313), ('Explosion', 0.144184), ('Abuse', 0.14198208), ('Arrest', 0.13954729), ('Fighting', 0.1343134), ('Arson', 0.13318263), ('Shooting', 0.1304566), ('Assault', 0.13016129)]
Normal_Videos377_x264: [('Burglary', 0.35337514), ('RoadAccidents', 0.34089035), ('Robbery', 0.31776235), ('Vandalism', 0.30648962), ('Arrest', 0.2940289), ('Shoplifting', 0.27990144), ('Stealing', 0.26815706), ('Explosion', 0.26674712), ('Abuse', 0.25128806), ('Arson', 0.24484794), ('Assault', 0.22193743), ('Normal_Videos_', 0.1945408), ('Shooting', 0.17946038), ('Fighting', 0.17171478)]
Normal_Videos378_x264: [('Normal_Videos_', 0.24600571), ('Burglary', 0.18028647), ('Vandalism', 0.12348126), ('Robbery', 0.123136446), ('Shooting', 0.10738362), ('Fighting', 0.092843555), ('Shoplifting', 0.083237045), ('Abuse', 0.073156215), ('Stealing', 0.0727605), ('Arson', 0.07256451), ('Assault', 0.07101314), ('Arrest', 0.06964296), ('RoadAccidents', 0.066307336), ('Explosion', 0.06200201)]
Normal_Videos379_x264: [('Explosion', 0.17334539), ('Shoplifting', 0.12650687), ('Burglary', 0.11809745), ('Normal_Videos_', 0.11705777), ('Arrest', 0.10099256), ('Vandalism', 0.100601956), ('Arson', 0.092713214), ('Shooting', 0.08059412), ('Robbery', 0.075279616), ('Fighting', 0.06083674), ('Stealing', 0.05991229), ('Abuse', 0.04217369), ('Assault', 0.03118635), ('RoadAccidents', 0.0183985)]
Normal_Videos380_x264: [('RoadAccidents', 0.47333664), ('Explosion', 0.17521618), ('Vandalism', 0.16661048), ('Shooting', 0.16561368), ('Arson', 0.16286364), ('Normal_Videos_', 0.16258317), ('Burglary', 0.15395032), ('Arrest', 0.15333293), ('Shoplifting', 0.1505794), ('Stealing', 0.14362216), ('Robbery', 0.13663633), ('Fighting', 0.11290866), ('Assault', 0.101924226), ('Abuse', 0.081157565)]
Normal_Videos381_x264: [('RoadAccidents', 0.22155686), ('Explosion', 0.19961762), ('Robbery', 0.18568672), ('Arrest', 0.1617785), ('Arson', 0.13645402), ('Normal_Videos_', 0.12765218), ('Assault', 0.12401272), ('Abuse', 0.119477734), ('Fighting', 0.118114814), ('Shooting', 0.100412115), ('Stealing', 0.09978691), ('Vandalism', 0.09675545), ('Burglary', 0.09259964), ('Shoplifting', 0.05300262)]
Normal_Videos382_x264: [('Explosion', 0.23288047), ('Burglary', 0.21151316), ('Vandalism', 0.1924201), ('Robbery', 0.17913395), ('Arson', 0.160025), ('Normal_Videos_', 0.15533681), ('Fighting', 0.14766587), ('Stealing', 0.14492136), ('Shoplifting', 0.13165078), ('Arrest', 0.127452), ('RoadAccidents', 0.10851576), ('Shooting', 0.106287636), ('Assault', 0.09823318), ('Abuse', 0.058764182)]
Normal_Videos383_x264: [('RoadAccidents', 0.26843154), ('Normal_Videos_', 0.2233246), ('Robbery', 0.17226392), ('Burglary', 0.17137799), ('Shooting', 0.16835761), ('Arrest', 0.15974218), ('Vandalism', 0.15658331), ('Fighting', 0.15561302), ('Stealing', 0.15041083), ('Assault', 0.14457527), ('Explosion', 0.14335921), ('Shoplifting', 0.13602735), ('Abuse', 0.12014748), ('Arson', 0.11287743)]
Normal_Videos384_x264: [('RoadAccidents', 0.20496632), ('Arrest', 0.17156644), ('Assault', 0.16721138), ('Burglary', 0.1652987), ('Vandalism', 0.1609356), ('Shoplifting', 0.15393701), ('Robbery', 0.15043196), ('Abuse', 0.14636093), ('Normal_Videos_', 0.14598155), ('Explosion', 0.13965204), ('Stealing', 0.1320309), ('Fighting', 0.09158686), ('Shooting', 0.08534934), ('Arson', 0.07947713)]
Normal_Videos385_x264: [('RoadAccidents', 0.20612602), ('Assault', 0.17417362), ('Arrest', 0.14457622), ('Shooting', 0.13703649), ('Burglary', 0.12663998), ('Normal_Videos_', 0.12455394), ('Robbery', 0.11639867), ('Vandalism', 0.111895785), ('Shoplifting', 0.109573916), ('Fighting', 0.10474299), ('Explosion', 0.10312071), ('Stealing', 0.09045635), ('Abuse', 0.07766313), ('Arson', 0.07398084)]
Normal_Videos386_x264: [('RoadAccidents', 0.4961512), ('Explosion', 0.24242909), ('Arrest', 0.21905127), ('Shoplifting', 0.20173459), ('Vandalism', 0.17506933), ('Arson', 0.17263086), ('Normal_Videos_', 0.16826491), ('Stealing', 0.1657032), ('Burglary', 0.15898365), ('Fighting', 0.15481125), ('Assault', 0.15361467), ('Abuse', 0.15300527), ('Shooting', 0.15082656), ('Robbery', 0.14098334)]
Normal_Videos387_x264: [('Burglary', 0.23715137), ('Normal_Videos_', 0.19770327), ('Explosion', 0.19091167), ('Robbery', 0.16311416), ('Vandalism', 0.16072722), ('Assault', 0.14867724), ('Abuse', 0.14209779), ('Stealing', 0.11388714), ('Shoplifting', 0.096867576), ('Arrest', 0.095305346), ('Fighting', 0.09479383), ('Arson', 0.09210255), ('RoadAccidents', 0.07720526), ('Shooting', 0.07232549)]
Normal_Videos388_x264: [('RoadAccidents', 0.45952117), ('Normal_Videos_', 0.2441693), ('Arson', 0.23039345), ('Arrest', 0.2160708), ('Explosion', 0.20435466), ('Shooting', 0.2020471), ('Shoplifting', 0.1995958), ('Stealing', 0.18730456), ('Burglary', 0.18433204), ('Vandalism', 0.1732951), ('Robbery', 0.16396247), ('Assault', 0.1391419), ('Fighting', 0.12445581), ('Abuse', 0.108750656)]
Normal_Videos389_x264: [('RoadAccidents', 0.35349822), ('Normal_Videos_', 0.20641991), ('Explosion', 0.18880628), ('Arrest', 0.17397758), ('Shooting', 0.17109257), ('Stealing', 0.15572853), ('Robbery', 0.14069968), ('Burglary', 0.13796589), ('Arson', 0.11348449), ('Vandalism', 0.1080271), ('Fighting', 0.10108027), ('Shoplifting', 0.09923195), ('Assault', 0.09085506), ('Abuse', 0.050048314)]
Normal_Videos390_x264: [('RoadAccidents', 0.3856768), ('Shooting', 0.20533478), ('Stealing', 0.15274999), ('Normal_Videos_', 0.15058228), ('Burglary', 0.14224795), ('Arrest', 0.13852587), ('Explosion', 0.13760561), ('Robbery', 0.13203391), ('Shoplifting', 0.12578553), ('Assault', 0.11939911), ('Vandalism', 0.115937725), ('Arson', 0.10831234), ('Fighting', 0.09781103), ('Abuse', 0.055233732)]
