RoadAccidents055: [('Road Accidents', 0.9256828), ('Burglary', 0.9053169), ('Explosion', 0.901189), ('Assault', 0.873768), ('Abuse', 0.8696256), ('Normal Videos', 0.866782), ('Arson', 0.8640655), ('Shooting', 0.8599095), ('Fighting', 0.85452497), ('Arrest', 0.85448164), ('Vandalism', 0.8492813), ('Robbery', 0.842636), ('Stealing', 0.83714885), ('Shoplifting', 0.73998857)]
Assault035: [('Explosion', 0.86515), ('Fighting', 0.8541965), ('Normal Videos', 0.8451086), ('Burglary', 0.8437557), ('Stealing', 0.84285647), ('Abuse', 0.8426292), ('Shooting', 0.8393672), ('Assault', 0.8344468), ('Road Accidents', 0.8316252), ('Arrest', 0.82991993), ('Vandalism', 0.8200553), ('Robbery', 0.8184281), ('Arson', 0.8049532), ('Shoplifting', 0.7645434)]
Assault045: [('Explosion', 0.8621342), ('Fighting', 0.8469919), ('Normal Videos', 0.84149027), ('Stealing', 0.8385292), ('Shooting', 0.8338251), ('Road Accidents', 0.8330662), ('Abuse', 0.83054316), ('Vandalism', 0.82592726), ('Assault', 0.8218645), ('Burglary', 0.8204911), ('Robbery', 0.8196015), ('Arrest', 0.81927824), ('Arson', 0.79970574), ('Shoplifting', 0.79737383)]
Assault003: [('Explosion', 0.90732867), ('Fighting', 0.89439946), ('Abuse', 0.88608277), ('Burglary', 0.8831542), ('Assault', 0.88290614), ('Shooting', 0.88240296), ('Normal Videos', 0.8793706), ('Stealing', 0.8742025), ('Arrest', 0.8738121), ('Road Accidents', 0.86948866), ('Vandalism', 0.8547517), ('Robbery', 0.8431666), ('Arson', 0.8409832), ('Shoplifting', 0.7958722)]
Assault004: [('Explosion', 0.90108633), ('Fighting', 0.89691645), ('Stealing', 0.8903495), ('Abuse', 0.88639045), ('Assault', 0.8836592), ('Shooting', 0.8819871), ('Normal Videos', 0.8806607), ('Arrest', 0.8762233), ('Road Accidents', 0.85849965), ('Burglary', 0.8455522), ('Vandalism', 0.83379954), ('Robbery', 0.83039415), ('Arson', 0.8263765), ('Shoplifting', 0.7815599)]
Assault046: [('Explosion', 0.88506603), ('Burglary', 0.8712491), ('Fighting', 0.8682949), ('Shooting', 0.86325085), ('Normal Videos', 0.8614679), ('Road Accidents', 0.8591884), ('Assault', 0.858379), ('Stealing', 0.85514843), ('Abuse', 0.85257995), ('Arrest', 0.8491247), ('Robbery', 0.8383125), ('Arson', 0.8326169), ('Vandalism', 0.82676995), ('Shoplifting', 0.77464074)]
Assault048: [('Road Accidents', 0.9073793), ('Explosion', 0.86700106), ('Burglary', 0.8536508), ('Normal Videos', 0.846684), ('Vandalism', 0.8438016), ('Fighting', 0.8402304), ('Abuse', 0.8299822), ('Shooting', 0.82952774), ('Stealing', 0.8267609), ('Assault', 0.8225217), ('Arrest', 0.82124114), ('Arson', 0.81155074), ('Robbery', 0.80500424), ('Shoplifting', 0.72888756)]
Assault050: [('Explosion', 0.9289364), ('Abuse', 0.9237112), ('Assault', 0.9229624), ('Fighting', 0.9216179), ('Stealing', 0.9180857), ('Shooting', 0.9172068), ('Arrest', 0.9135122), ('Normal Videos', 0.9049177), ('Road Accidents', 0.8616738), ('Robbery', 0.8384804), ('Burglary', 0.8299874), ('Arson', 0.82509434), ('Vandalism', 0.8139462), ('Shoplifting', 0.79257286)]
Assault032: [('Explosion', 0.8677114), ('Fighting', 0.8652978), ('Normal Videos', 0.8516773), ('Abuse', 0.84992784), ('Stealing', 0.84795576), ('Shooting', 0.84599674), ('Road Accidents', 0.84508765), ('Burglary', 0.8445189), ('Assault', 0.83921444), ('Vandalism', 0.83379954), ('Arrest', 0.83027256), ('Robbery', 0.82642174), ('Arson', 0.8215149), ('Shoplifting', 0.75266176)]
Assault006: [('Assault', 0.9441017), ('Explosion', 0.9389353), ('Abuse', 0.9344894), ('Shooting', 0.9344162), ('Fighting', 0.9323587), ('Arrest', 0.93009126), ('Stealing', 0.9195086), ('Normal Videos', 0.9016739), ('Burglary', 0.8981292), ('Road Accidents', 0.883508), ('Vandalism', 0.8583614), ('Robbery', 0.8534982), ('Arson', 0.84803474), ('Shoplifting', 0.76546633)]
Assault014: [('Assault', 0.9306834), ('Shooting', 0.92537874), ('Explosion', 0.9248779), ('Abuse', 0.91851103), ('Arrest', 0.9175525), ('Fighting', 0.9148078), ('Stealing', 0.9080801), ('Normal Videos', 0.89575666), ('Road Accidents', 0.88612056), ('Burglary', 0.8799962), ('Robbery', 0.84540063), ('Vandalism', 0.84260416), ('Arson', 0.8317092), ('Shoplifting', 0.7087054)]
Assault017: [('Explosion', 0.9335361), ('Assault', 0.91823554), ('Abuse', 0.91384906), ('Shooting', 0.9133458), ('Fighting', 0.91233736), ('Arrest', 0.91137314), ('Stealing', 0.90799546), ('Normal Videos', 0.9052609), ('Road Accidents', 0.8888172), ('Burglary', 0.8876811), ('Vandalism', 0.84701717), ('Robbery', 0.839096), ('Arson', 0.8387865), ('Shoplifting', 0.7327179)]
Assault015: [('Explosion', 0.926371), ('Assault', 0.9123079), ('Normal Videos', 0.90528023), ('Fighting', 0.9042978), ('Burglary', 0.90275776), ('Abuse', 0.9014185), ('Shooting', 0.900539), ('Arrest', 0.8996531), ('Stealing', 0.88754165), ('Road Accidents', 0.8819885), ('Arson', 0.8600179), ('Robbery', 0.8380782), ('Vandalism', 0.8318969), ('Shoplifting', 0.77415884)]
Assault031: [('Explosion', 0.8956703), ('Fighting', 0.89217377), ('Shooting', 0.8765633), ('Abuse', 0.87574303), ('Normal Videos', 0.87552613), ('Assault', 0.874549), ('Road Accidents', 0.8720762), ('Stealing', 0.8695128), ('Arrest', 0.86345303), ('Burglary', 0.85338724), ('Robbery', 0.8481805), ('Vandalism', 0.8421584), ('Arson', 0.83839464), ('Shoplifting', 0.7622804)]
Assault036: [('Explosion', 0.9160421), ('Fighting', 0.905282), ('Shooting', 0.9007574), ('Abuse', 0.89846396), ('Stealing', 0.89749897), ('Assault', 0.89449847), ('Normal Videos', 0.8898846), ('Arrest', 0.8895322), ('Road Accidents', 0.8554411), ('Burglary', 0.8454352), ('Robbery', 0.8452242), ('Arson', 0.839984), ('Vandalism', 0.82007134), ('Shoplifting', 0.7877107)]
Assault012: [('Explosion', 0.90108633), ('Fighting', 0.89691645), ('Stealing', 0.8903495), ('Abuse', 0.88639045), ('Assault', 0.8836592), ('Shooting', 0.8819871), ('Normal Videos', 0.8806607), ('Arrest', 0.8762233), ('Burglary', 0.8545686), ('Road Accidents', 0.845372), ('Robbery', 0.83039415), ('Arson', 0.8249359), ('Vandalism', 0.8236408), ('Shoplifting', 0.7660366)]
Assault051: [('Explosion', 0.9293499), ('Fighting', 0.9148009), ('Assault', 0.91456115), ('Shooting', 0.91210556), ('Abuse', 0.9111504), ('Arrest', 0.90344995), ('Stealing', 0.90123695), ('Normal Videos', 0.8991171), ('Road Accidents', 0.87327), ('Burglary', 0.8629905), ('Arson', 0.8511076), ('Robbery', 0.8485968), ('Vandalism', 0.83046025), ('Shoplifting', 0.742779)]
Assault052: [('Explosion', 0.8677114), ('Fighting', 0.8652978), ('Burglary', 0.8633764), ('Road Accidents', 0.8556738), ('Normal Videos', 0.8516773), ('Abuse', 0.84992784), ('Stealing', 0.84795576), ('Shooting', 0.84599674), ('Robbery', 0.8394543), ('Assault', 0.83921444), ('Vandalism', 0.83379954), ('Arrest', 0.83027256), ('Arson', 0.8215149), ('Shoplifting', 0.7951292)]
Assault030: [('Assault', 0.92348355), ('Fighting', 0.92192227), ('Explosion', 0.9212272), ('Shooting', 0.92033833), ('Arrest', 0.91538346), ('Abuse', 0.912678), ('Stealing', 0.90034056), ('Normal Videos', 0.890663), ('Robbery', 0.849437), ('Road Accidents', 0.84735036), ('Burglary', 0.83684766), ('Vandalism', 0.8346439), ('Arson', 0.831969), ('Shoplifting', 0.7784066)]
Assault023: [('Explosion', 0.90108633), ('Fighting', 0.89691645), ('Stealing', 0.8903495), ('Abuse', 0.88639045), ('Assault', 0.8836592), ('Shooting', 0.8819871), ('Normal Videos', 0.8806607), ('Arrest', 0.8762233), ('Road Accidents', 0.8720762), ('Burglary', 0.8357635), ('Robbery', 0.83039415), ('Arson', 0.82698023), ('Vandalism', 0.82552683), ('Shoplifting', 0.7680099)]
Assault026: [('Explosion', 0.89862853), ('Fighting', 0.8809319), ('Shooting', 0.8776139), ('Assault', 0.8770664), ('Abuse', 0.8750559), ('Burglary', 0.8712732), ('Arrest', 0.86958665), ('Normal Videos', 0.8690116), ('Stealing', 0.8644349), ('Road Accidents', 0.86083734), ('Arson', 0.83150876), ('Robbery', 0.8260231), ('Vandalism', 0.82599175), ('Shoplifting', 0.74693424)]
Assault039: [('Explosion', 0.84863), ('Burglary', 0.8389922), ('Road Accidents', 0.830667), ('Normal Videos', 0.8288118), ('Fighting', 0.82470304), ('Vandalism', 0.81469834), ('Shooting', 0.81351316), ('Abuse', 0.81107163), ('Assault', 0.80930173), ('Arrest', 0.80808437), ('Stealing', 0.8067694), ('Arson', 0.791324), ('Robbery', 0.7896973), ('Shoplifting', 0.733635)]
Assault022: [('Explosion', 0.9325407), ('Assault', 0.925656), ('Shooting', 0.91788614), ('Fighting', 0.91742295), ('Abuse', 0.9156308), ('Arrest', 0.9130098), ('Stealing', 0.9043697), ('Burglary', 0.8999299), ('Normal Videos', 0.8965118), ('Road Accidents', 0.8882834), ('Arson', 0.8443022), ('Vandalism', 0.8423785), ('Robbery', 0.83949196), ('Shoplifting', 0.7760632)]
Assault020: [('Explosion', 0.8645512), ('Fighting', 0.84822977), ('Normal Videos', 0.8468437), ('Robbery', 0.8394543), ('Burglary', 0.83903646), ('Road Accidents', 0.839025), ('Stealing', 0.8343247), ('Abuse', 0.8341801), ('Shooting', 0.833926), ('Vandalism', 0.83379024), ('Assault', 0.828796), ('Arrest', 0.82441264), ('Arson', 0.81370443), ('Shoplifting', 0.7951292)]
Assault049: [('Fighting', 0.8918491), ('Explosion', 0.88753164), ('Shooting', 0.8842779), ('Assault', 0.87631434), ('Abuse', 0.8741609), ('Normal Videos', 0.8679837), ('Arrest', 0.8670268), ('Stealing', 0.8614743), ('Road Accidents', 0.85371864), ('Burglary', 0.8495553), ('Robbery', 0.8377354), ('Arson', 0.8352052), ('Vandalism', 0.8235635), ('Shoplifting', 0.8007636)]
Assault028: [('Explosion', 0.9326291), ('Fighting', 0.9292973), ('Assault', 0.9273188), ('Abuse', 0.9234897), ('Shooting', 0.9181752), ('Arrest', 0.9141282), ('Stealing', 0.9106996), ('Normal Videos', 0.900768), ('Road Accidents', 0.8695854), ('Burglary', 0.8435655), ('Robbery', 0.8335979), ('Arson', 0.83225197), ('Vandalism', 0.82658374), ('Shoplifting', 0.74153656)]
Assault034: [('Explosion', 0.9367247), ('Fighting', 0.93436015), ('Assault', 0.9342125), ('Shooting', 0.9306274), ('Abuse', 0.9272324), ('Arrest', 0.92387223), ('Stealing', 0.9156858), ('Normal Videos', 0.9086881), ('Road Accidents', 0.8665521), ('Robbery', 0.842939), ('Burglary', 0.8427963), ('Arson', 0.84075296), ('Vandalism', 0.81940997), ('Shoplifting', 0.7565061)]
Assault009: [('Assault', 0.9366428), ('Shooting', 0.92738116), ('Abuse', 0.9261632), ('Fighting', 0.92593443), ('Explosion', 0.9252764), ('Arrest', 0.92381054), ('Stealing', 0.9135047), ('Normal Videos', 0.8933724), ('Burglary', 0.84465015), ('Road Accidents', 0.84076005), ('Robbery', 0.8371136), ('Arson', 0.82315457), ('Vandalism', 0.8111414), ('Shoplifting', 0.7609502)]
Assault029: [('Explosion', 0.9297249), ('Fighting', 0.9228201), ('Assault', 0.91996217), ('Abuse', 0.91649354), ('Shooting', 0.9103101), ('Arrest', 0.9060293), ('Stealing', 0.90557945), ('Normal Videos', 0.8977871), ('Road Accidents', 0.87190306), ('Burglary', 0.84561014), ('Robbery', 0.83946395), ('Arson', 0.8366579), ('Vandalism', 0.8285921), ('Shoplifting', 0.75973725)]
Assault016: [('Fighting', 0.91909224), ('Explosion', 0.9172277), ('Abuse', 0.9136886), ('Assault', 0.91237426), ('Stealing', 0.90619147), ('Shooting', 0.9057936), ('Arrest', 0.9026829), ('Burglary', 0.8988798), ('Normal Videos', 0.89364004), ('Road Accidents', 0.8824157), ('Robbery', 0.85080534), ('Arson', 0.84930015), ('Vandalism', 0.8415588), ('Shoplifting', 0.75502145)]
Assault044: [('Explosion', 0.904129), ('Fighting', 0.88656604), ('Assault', 0.8785306), ('Abuse', 0.8777984), ('Shooting', 0.8739831), ('Burglary', 0.8719733), ('Road Accidents', 0.87089247), ('Arrest', 0.86897856), ('Normal Videos', 0.8672683), ('Stealing', 0.862902), ('Robbery', 0.8563068), ('Arson', 0.8515316), ('Vandalism', 0.84689116), ('Shoplifting', 0.7734371)]
Assault041: [('Abuse', 0.94158256), ('Stealing', 0.9382477), ('Shooting', 0.9357647), ('Fighting', 0.9353217), ('Assault', 0.9344004), ('Explosion', 0.9298559), ('Arrest', 0.9273071), ('Normal Videos', 0.91812694), ('Road Accidents', 0.8694807), ('Burglary', 0.8694358), ('Robbery', 0.857195), ('Arson', 0.8506743), ('Vandalism', 0.8349137), ('Shoplifting', 0.75482285)]
Assault047: [('Explosion', 0.8559328), ('Normal Videos', 0.84601414), ('Fighting', 0.83983123), ('Burglary', 0.8389922), ('Road Accidents', 0.83100855), ('Stealing', 0.8259582), ('Abuse', 0.825743), ('Shooting', 0.8252413), ('Assault', 0.8223297), ('Vandalism', 0.8214699), ('Robbery', 0.82045776), ('Arrest', 0.8193913), ('Arson', 0.7983397), ('Shoplifting', 0.7617449)]
Assault011: [('Explosion', 0.89707786), ('Fighting', 0.8813457), ('Normal Videos', 0.87268126), ('Abuse', 0.8673122), ('Assault', 0.8670274), ('Shooting', 0.86468047), ('Stealing', 0.8611825), ('Arrest', 0.85730493), ('Road Accidents', 0.8555777), ('Burglary', 0.85060906), ('Vandalism', 0.8490059), ('Robbery', 0.83768976), ('Arson', 0.8317648), ('Shoplifting', 0.79316366)]
Assault018: [('Explosion', 0.90936923), ('Fighting', 0.8991473), ('Assault', 0.8911442), ('Abuse', 0.8893616), ('Shooting', 0.88933885), ('Stealing', 0.88389766), ('Arrest', 0.8816742), ('Normal Videos', 0.8783868), ('Road Accidents', 0.86173177), ('Burglary', 0.85631037), ('Arson', 0.8437792), ('Robbery', 0.84037447), ('Vandalism', 0.8221599), ('Shoplifting', 0.75781155)]
Assault027: [('Assault', 0.9259875), ('Fighting', 0.92585087), ('Abuse', 0.92364126), ('Explosion', 0.9215152), ('Shooting', 0.91632056), ('Arrest', 0.91573185), ('Stealing', 0.9114945), ('Normal Videos', 0.8975723), ('Burglary', 0.884587), ('Road Accidents', 0.8804618), ('Arson', 0.84563744), ('Robbery', 0.8360257), ('Vandalism', 0.8344445), ('Shoplifting', 0.7709455)]
Assault005: [('Explosion', 0.887723), ('Fighting', 0.8658601), ('Burglary', 0.8642912), ('Shooting', 0.8607873), ('Abuse', 0.85889375), ('Normal Videos', 0.85882735), ('Assault', 0.85805756), ('Stealing', 0.85730845), ('Arrest', 0.8536477), ('Road Accidents', 0.8446039), ('Vandalism', 0.8310763), ('Arson', 0.8303517), ('Robbery', 0.8285248), ('Shoplifting', 0.762081)]
Assault013: [('Explosion', 0.92604685), ('Fighting', 0.92367196), ('Assault', 0.920573), ('Abuse', 0.91850954), ('Shooting', 0.9164126), ('Stealing', 0.9075003), ('Arrest', 0.90709186), ('Normal Videos', 0.9051447), ('Burglary', 0.8799143), ('Road Accidents', 0.8762193), ('Robbery', 0.85442615), ('Arson', 0.8469883), ('Vandalism', 0.8441607), ('Shoplifting', 0.769735)]
Assault002: [('Explosion', 0.92469007), ('Assault', 0.9237923), ('Shooting', 0.92163014), ('Fighting', 0.916854), ('Abuse', 0.9162992), ('Normal Videos', 0.91577256), ('Stealing', 0.912472), ('Arrest', 0.90982944), ('Road Accidents', 0.8751447), ('Robbery', 0.8592594), ('Burglary', 0.85585403), ('Arson', 0.8453473), ('Vandalism', 0.8245249), ('Shoplifting', 0.7500106)]
Normal_Videos: [('Assault', 0.95107275), ('Explosion', 0.946048), ('Fighting', 0.9435736), ('Shooting', 0.94234467), ('Abuse', 0.9398988), ('Arrest', 0.9380439), ('Stealing', 0.9262876), ('Normal Videos', 0.91997653), ('Road Accidents', 0.90652025), ('Burglary', 0.9004204), ('Vandalism', 0.8626449), ('Robbery', 0.8595339), ('Arson', 0.8536564), ('Shoplifting', 0.826414)]
Explosion041: [('Burglary', 0.87101305), ('Road Accidents', 0.85994077), ('Explosion', 0.83676136), ('Vandalism', 0.83578646), ('Arson', 0.8136614), ('Assault', 0.8052338), ('Shooting', 0.8033262), ('Fighting', 0.8005221), ('Abuse', 0.80038315), ('Normal Videos', 0.79871845), ('Arrest', 0.7976553), ('Robbery', 0.7858082), ('Stealing', 0.7761793), ('Shoplifting', 0.69217163)]
Explosion043: [('Explosion', 0.8880258), ('Burglary', 0.8813951), ('Road Accidents', 0.87520385), ('Fighting', 0.87300897), ('Abuse', 0.87088126), ('Normal Videos', 0.8625971), ('Assault', 0.8619566), ('Stealing', 0.86171633), ('Vandalism', 0.86112845), ('Shooting', 0.8605018), ('Arrest', 0.85462266), ('Robbery', 0.8372773), ('Arson', 0.83206046), ('Shoplifting', 0.8198595)]
Explosion006: [('Explosion', 0.88368887), ('Road Accidents', 0.8827361), ('Burglary', 0.8806193), ('Fighting', 0.8780056), ('Abuse', 0.8696151), ('Normal Videos', 0.8684555), ('Shooting', 0.8680748), ('Assault', 0.8663359), ('Stealing', 0.85790515), ('Arrest', 0.85591686), ('Vandalism', 0.8531656), ('Arson', 0.8451693), ('Robbery', 0.8372773), ('Shoplifting', 0.7839664)]
Explosion044: [('Explosion', 0.9213559), ('Fighting', 0.91668665), ('Abuse', 0.9091462), ('Assault', 0.8992031), ('Stealing', 0.89879215), ('Shooting', 0.89479446), ('Normal Videos', 0.88872), ('Arrest', 0.8867902), ('Road Accidents', 0.8831803), ('Burglary', 0.86549413), ('Robbery', 0.8586608), ('Vandalism', 0.85455364), ('Arson', 0.84519047), ('Shoplifting', 0.7839664)]
Explosion002: [('Explosion', 0.939832), ('Assault', 0.9385959), ('Shooting', 0.9335553), ('Abuse', 0.9290033), ('Fighting', 0.9272619), ('Arrest', 0.923071), ('Stealing', 0.91812956), ('Normal Videos', 0.9142164), ('Burglary', 0.90308833), ('Road Accidents', 0.89335346), ('Arson', 0.8662772), ('Robbery', 0.8512448), ('Vandalism', 0.84415686), ('Shoplifting', 0.7426903)]
Explosion011: [('Explosion', 0.88039875), ('Road Accidents', 0.85995114), ('Normal Videos', 0.8596355), ('Fighting', 0.8544544), ('Abuse', 0.85267496), ('Burglary', 0.84834844), ('Shooting', 0.8467548), ('Assault', 0.84353626), ('Arrest', 0.8385949), ('Stealing', 0.8284898), ('Arson', 0.82433116), ('Vandalism', 0.823236), ('Robbery', 0.814902), ('Shoplifting', 0.7343207)]
Explosion008: [('Explosion', 0.94563115), ('Fighting', 0.92982554), ('Abuse', 0.9254369), ('Assault', 0.9207735), ('Shooting', 0.9178183), ('Stealing', 0.91555077), ('Arrest', 0.913261), ('Normal Videos', 0.90559715), ('Road Accidents', 0.9007238), ('Burglary', 0.8948256), ('Arson', 0.85626006), ('Robbery', 0.84686303), ('Vandalism', 0.84366983), ('Shoplifting', 0.7766129)]
Explosion047: [('Explosion', 0.93368995), ('Abuse', 0.9320956), ('Fighting', 0.93099475), ('Assault', 0.929217), ('Shooting', 0.92510855), ('Arrest', 0.9192126), ('Stealing', 0.9164159), ('Normal Videos', 0.9124251), ('Burglary', 0.8868968), ('Road Accidents', 0.88058066), ('Robbery', 0.8434012), ('Arson', 0.841146), ('Vandalism', 0.83664095), ('Shoplifting', 0.7143934)]
Explosion020: [('Explosion', 0.89735687), ('Normal Videos', 0.8896314), ('Road Accidents', 0.88702536), ('Fighting', 0.87696), ('Shooting', 0.8768976), ('Assault', 0.8743938), ('Burglary', 0.8735421), ('Abuse', 0.87057483), ('Arrest', 0.8672982), ('Stealing', 0.8518888), ('Vandalism', 0.84387755), ('Arson', 0.8332403), ('Robbery', 0.82623553), ('Shoplifting', 0.73998857)]
Explosion001: [('Explosion', 0.9352634), ('Assault', 0.9108198), ('Abuse', 0.90827733), ('Shooting', 0.90495557), ('Normal Videos', 0.9031842), ('Fighting', 0.90077), ('Arrest', 0.9006002), ('Stealing', 0.8960533), ('Road Accidents', 0.8847069), ('Burglary', 0.8574407), ('Robbery', 0.8382455), ('Arson', 0.8311307), ('Vandalism', 0.8290539), ('Shoplifting', 0.73570114)]
Explosion013: [('Abuse', 0.95782363), ('Assault', 0.95556784), ('Fighting', 0.95218235), ('Stealing', 0.9519807), ('Shooting', 0.94799757), ('Explosion', 0.9462081), ('Arrest', 0.94220084), ('Normal Videos', 0.9186096), ('Burglary', 0.88218296), ('Road Accidents', 0.87917846), ('Robbery', 0.86134756), ('Arson', 0.8585511), ('Vandalism', 0.8556732), ('Shoplifting', 0.7466184)]
Explosion028: [('Explosion', 0.9262831), ('Fighting', 0.91737056), ('Assault', 0.90916425), ('Abuse', 0.90709174), ('Shooting', 0.9058684), ('Stealing', 0.9008904), ('Arrest', 0.89830565), ('Normal Videos', 0.8957568), ('Burglary', 0.882948), ('Road Accidents', 0.8798107), ('Arson', 0.8459395), ('Robbery', 0.83796537), ('Vandalism', 0.8349523), ('Shoplifting', 0.76100004)]
Explosion007: [('Explosion', 0.9266833), ('Stealing', 0.91930234), ('Fighting', 0.918977), ('Assault', 0.9169532), ('Abuse', 0.9162513), ('Shooting', 0.9152605), ('Arrest', 0.9062846), ('Normal Videos', 0.9060795), ('Burglary', 0.8892936), ('Road Accidents', 0.88823116), ('Robbery', 0.8689679), ('Vandalism', 0.8637985), ('Arson', 0.8585522), ('Shoplifting', 0.8104112)]
Explosion019: [('Explosion', 0.91180855), ('Shooting', 0.8796343), ('Fighting', 0.8778724), ('Assault', 0.87656444), ('Normal Videos', 0.87435764), ('Abuse', 0.87100315), ('Arrest', 0.86948013), ('Burglary', 0.8663273), ('Road Accidents', 0.8588438), ('Stealing', 0.8573579), ('Arson', 0.82596856), ('Vandalism', 0.81675255), ('Robbery', 0.8154464), ('Shoplifting', 0.7234206)]
Explosion012: [('Explosion', 0.94025445), ('Assault', 0.92336816), ('Abuse', 0.9179088), ('Shooting', 0.9172449), ('Fighting', 0.91618013), ('Arrest', 0.91447806), ('Stealing', 0.91004556), ('Normal Videos', 0.894909), ('Road Accidents', 0.8730265), ('Burglary', 0.863374), ('Robbery', 0.8392079), ('Arson', 0.8300917), ('Vandalism', 0.82287884), ('Shoplifting', 0.7971161)]
Explosion024: [('Explosion', 0.917408), ('Assault', 0.89846206), ('Fighting', 0.8963357), ('Abuse', 0.895885), ('Shooting', 0.89112574), ('Stealing', 0.8872826), ('Arrest', 0.8865184), ('Normal Videos', 0.8863669), ('Burglary', 0.884102), ('Road Accidents', 0.86533487), ('Vandalism', 0.83319086), ('Arson', 0.82878095), ('Robbery', 0.82406896), ('Shoplifting', 0.7150753)]
