RoadAccidents055: [('Road Accidents', 0.07695595175027847), ('Vandalism', 0.07571670413017273), ('Burglary', 0.07565369457006454), ('Explosion', 0.07453817874193192), ('Normal Videos', 0.07420826703310013), ('Shooting', 0.07357527315616608), ('Arson', 0.07259051501750946), ('Assault', 0.07252202928066254), ('Fighting', 0.07233685255050659), ('Arrest', 0.07230823487043381), ('Abuse', 0.07222224771976471), ('Robbery', 0.07170618325471878), ('Stealing', 0.07137943804264069), ('Shoplifting', 0.06861807405948639)]
Assault026: [('Burglary', 0.07611911743879318), ('Road Accidents', 0.07551375031471252), ('Explosion', 0.07478165626525879), ('Vandalism', 0.07471296936273575), ('Normal Videos', 0.07372427731752396), ('Fighting', 0.07346991449594498), ('Shooting', 0.07322654873132706), ('Assault', 0.0731864646077156), ('Abuse', 0.07308487594127655), ('Stealing', 0.07282696664333344), ('Arrest', 0.07264108955860138), ('Robbery', 0.07176953554153442), ('Arson', 0.07169242203235626), ('Shoplifting', 0.06715395301580429)]
Assault039: [('Burglary', 0.07622043788433075), ('Road Accidents', 0.07501819729804993), ('Explosion', 0.07443810999393463), ('Vandalism', 0.0731474980711937), ('Normal Videos', 0.0729253739118576), ('Robbery', 0.07265714555978775), ('Fighting', 0.0725531205534935), ('Shooting', 0.07171864807605743), ('Abuse', 0.07160145044326782), ('Assault', 0.07141724228858948), ('Arson', 0.07135284692049026), ('Arrest', 0.07133035361766815), ('Stealing', 0.07123661786317825), ('Shoplifting', 0.07014099508523941)]
Assault022: [('Burglary', 0.07676097005605698), ('Explosion', 0.07575113326311111), ('Assault', 0.0752314031124115), ('Vandalism', 0.07485856115818024), ('Shooting', 0.07464912533760071), ('Fighting', 0.07461456209421158), ('Road Accidents', 0.07451622188091278), ('Abuse', 0.07448095828294754), ('Arrest', 0.07428599894046783), ('Normal Videos', 0.07420826703310013), ('Stealing', 0.0736469253897667), ('Robbery', 0.07313687354326248), ('Shoplifting', 0.07296441495418549), ('Arson', 0.07159246504306793)]
Assault020: [('Burglary', 0.0747479721903801), ('Normal Videos', 0.07456783205270767), ('Explosion', 0.07428192347288132), ('Vandalism', 0.07394857704639435), ('Robbery', 0.07322851568460464), ('Road Accidents', 0.07308157533407211), ('Fighting', 0.07284610718488693), ('Abuse', 0.0721200555562973), ('Stealing', 0.07207445800304413), ('Shooting', 0.07181155681610107), ('Assault', 0.07144410908222198), ('Arrest', 0.07133035361766815), ('Arson', 0.07086417824029922), ('Shoplifting', 0.07005354017019272)]
Assault049: [('Vandalism', 0.0783611536026001), ('Shoplifting', 0.07694286853075027), ('Burglary', 0.07640425860881805), ('Robbery', 0.07499612867832184), ('Road Accidents', 0.07429756969213486), ('Fighting', 0.07424765080213547), ('Explosion', 0.07392778247594833), ('Shooting', 0.07368762791156769), ('Normal Videos', 0.07335178554058075), ('Assault', 0.07310314476490021), ('Arson', 0.07297295331954956), ('Abuse', 0.07294588536024094), ('Arrest', 0.07242733985185623), ('Stealing', 0.07230693101882935)]
Assault028: [('Burglary', 0.07641477882862091), ('Vandalism', 0.07610517740249634), ('Explosion', 0.07542015612125397), ('Fighting', 0.07516928762197495), ('Assault', 0.07502071559429169), ('Abuse', 0.07473400235176086), ('Road Accidents', 0.07454713433980942), ('Shooting', 0.07433788478374481), ('Normal Videos', 0.07407133281230927), ('Arrest', 0.07403764128684998), ('Stealing', 0.0738825723528862), ('Robbery', 0.0731624960899353), ('Arson', 0.0715605616569519), ('Shoplifting', 0.07128547877073288)]
Assault034: [('Vandalism', 0.07742347568273544), ('Burglary', 0.07706668972969055), ('Explosion', 0.07541144639253616), ('Shoplifting', 0.07541058957576752), ('Road Accidents', 0.07534834742546082), ('Fighting', 0.0752333402633667), ('Assault', 0.07522223144769669), ('Shooting', 0.07495303452014923), ('Abuse', 0.07469899952411652), ('Arrest', 0.07444842159748077), ('Robbery', 0.07408253848552704), ('Stealing', 0.07384143769741058), ('Normal Videos', 0.07382983714342117), ('Arson', 0.07226426154375076)]
Assault009: [('Assault', 0.07685287296772003), ('Burglary', 0.07624037563800812), ('Shooting', 0.07614437490701675), ('Abuse', 0.07605168968439102), ('Fighting', 0.0760342925786972), ('Explosion', 0.07598427683115005), ('Arrest', 0.07587297260761261), ('Stealing', 0.07509505748748779), ('Normal Videos', 0.07417462766170502), ('Robbery', 0.07375510036945343), ('Vandalism', 0.07350404560565948), ('Road Accidents', 0.0733543336391449), ('Arson', 0.07177799940109253), ('Shoplifting', 0.07153594493865967)]
Assault029: [('Vandalism', 0.07564066350460052), ('Explosion', 0.07527225464582443), ('Fighting', 0.07475430518388748), ('Assault', 0.07454097270965576), ('Abuse', 0.07428286224603653), ('Burglary', 0.07389722019433975), ('Stealing', 0.0738825723528862), ('Shooting', 0.07382495701313019), ('Arrest', 0.07350960373878479), ('Normal Videos', 0.07317019253969193), ('Robbery', 0.0729639083147049), ('Road Accidents', 0.07266068458557129), ('Shoplifting', 0.0722745805978775), ('Arson', 0.07092266529798508)]
Assault016: [('Vandalism', 0.07865682244300842), ('Road Accidents', 0.07797235995531082), ('Burglary', 0.07694369554519653), ('Explosion', 0.07554880529642105), ('Arson', 0.0752977728843689), ('Fighting', 0.07477457821369171), ('Assault', 0.07466030865907669), ('Shooting', 0.07459699362516403), ('Shoplifting', 0.07447797805070877), ('Abuse', 0.07437161356210709), ('Arrest', 0.07412372529506683), ('Normal Videos', 0.07403195649385452), ('Stealing', 0.07381612062454224), ('Robbery', 0.07266778498888016)]
Assault044: [('Burglary', 0.07537899911403656), ('Road Accidents', 0.075253427028656), ('Explosion', 0.07511959969997406), ('Vandalism', 0.07459644228219986), ('Normal Videos', 0.07433459907770157), ('Stealing', 0.07357169687747955), ('Fighting', 0.07322269678115845), ('Robbery', 0.07308807224035263), ('Shooting', 0.0728854387998581), ('Assault', 0.072636678814888), ('Abuse', 0.07258351147174835), ('Arrest', 0.07195348292589188), ('Arson', 0.07113593071699142), ('Shoplifting', 0.07033222168684006)]
Assault041: [('Abuse', 0.07565975934267044), ('Stealing', 0.07540786266326904), ('Explosion', 0.07538347691297531), ('Shooting', 0.07522085309028625), ('Fighting', 0.07518754154443741), ('Assault', 0.0751183032989502), ('Burglary', 0.07461222261190414), ('Arrest', 0.07458735257387161), ('Normal Videos', 0.07409720867872238), ('Vandalism', 0.07358025014400482), ('Road Accidents', 0.07263094931840897), ('Robbery', 0.0722615122795105), ('Arson', 0.07092835009098053), ('Shoplifting', 0.06971453875303268)]
Assault047: [('Burglary', 0.07622043788433075), ('Road Accidents', 0.07530892640352249), ('Explosion', 0.07460237294435501), ('Vandalism', 0.07441255450248718), ('Normal Videos', 0.07361257076263428), ('Fighting', 0.07290244847536087), ('Robbery', 0.07231959700584412), ('Abuse', 0.0721200555562973), ('Stealing', 0.07207445800304413), ('Shooting', 0.07184678316116333), ('Arson', 0.07181792706251144), ('Assault', 0.07163764536380768), ('Arrest', 0.07142745703458786), ('Shoplifting', 0.07029858976602554)]
Assault011: [('Vandalism', 0.0775737389922142), ('Burglary', 0.07673310488462448), ('Road Accidents', 0.07497356832027435), ('Explosion', 0.07479696720838547), ('Shoplifting', 0.07436946034431458), ('Robbery', 0.07392674684524536), ('Normal Videos', 0.07382843643426895), ('Fighting', 0.0736294537782669), ('Shooting', 0.07290896773338318), ('Arson', 0.07265765964984894), ('Abuse', 0.07260339707136154), ('Assault', 0.07258272171020508), ('Stealing', 0.07215971499681473), ('Arrest', 0.07188045978546143)]
Assault018: [('Vandalism', 0.07886716723442078), ('Burglary', 0.07803996652364731), ('Road Accidents', 0.07496079057455063), ('Explosion', 0.07475385814905167), ('Fighting', 0.07399362325668335), ('Robbery', 0.07391206175088882), ('Assault', 0.07340380549430847), ('Shoplifting', 0.07331224530935287), ('Abuse', 0.07327307760715485), ('Shooting', 0.07327140867710114), ('Stealing', 0.0728738084435463), ('Arrest', 0.07271195203065872), ('Normal Videos', 0.07247330993413925), ('Arson', 0.07245184481143951)]
Assault027: [('Burglary', 0.07812349498271942), ('Shoplifting', 0.07767900079488754), ('Normal Videos', 0.07585091143846512), ('Vandalism', 0.07548826932907104), ('Explosion', 0.07534441351890564), ('Assault', 0.07532001286745071), ('Fighting', 0.07530972361564636), ('Robbery', 0.07526757568120956), ('Abuse', 0.07514350116252899), ('Road Accidents', 0.07503632456064224), ('Shooting', 0.07465167343616486), ('Arrest', 0.07455150783061981), ('Stealing', 0.07423627376556396), ('Arson', 0.07244185358285904)]
Assault005: [('Burglary', 0.07695983350276947), ('Vandalism', 0.07633237540721893), ('Road Accidents', 0.0752960816025734), ('Explosion', 0.07511197030544281), ('Normal Videos', 0.07354103773832321), ('Fighting', 0.07338982820510864), ('Stealing', 0.07282465696334839), ('Shooting', 0.07275106012821198), ('Assault', 0.072718545794487), ('Abuse', 0.07267097383737564), ('Arrest', 0.07217414677143097), ('Robbery', 0.07210589945316315), ('Arson', 0.0713915079832077), ('Shoplifting', 0.06928747892379761)]
Assault013: [('Explosion', 0.07536957412958145), ('Fighting', 0.0748545378446579), ('Vandalism', 0.07465378940105438), ('Assault', 0.07462292909622192), ('Burglary', 0.07457573711872101), ('Abuse', 0.07446910440921783), ('Shooting', 0.07431316375732422), ('Stealing', 0.0741405189037323), ('Robbery', 0.07410308718681335), ('Normal Videos', 0.07399250566959381), ('Road Accidents', 0.0737113282084465), ('Arrest', 0.07362367957830429), ('Arson', 0.07214154303073883), ('Shoplifting', 0.07093658298254013)]
Assault002: [('Vandalism', 0.0799698606133461), ('Burglary', 0.07964524626731873), ('Road Accidents', 0.07691747695207596), ('Assault', 0.07583221793174744), ('Shooting', 0.07566843181848526), ('Normal Videos', 0.07538902759552002), ('Fighting', 0.07530789077281952), ('Explosion', 0.07527536153793335), ('Abuse', 0.07526612281799316), ('Arrest', 0.07478073984384537), ('Stealing', 0.07382538169622421), ('Arson', 0.0727432519197464), ('Robbery', 0.07152644544839859), ('Shoplifting', 0.06939831376075745)]
Normal_Videos: [('Vandalism', 0.08005012571811676), ('Shoplifting', 0.07944685965776443), ('Burglary', 0.0794292688369751), ('Road Accidents', 0.07709414511919022), ('Assault', 0.0766235813498497), ('Explosion', 0.07614172250032425), ('Shooting', 0.07595771551132202), ('Fighting', 0.07588566094636917), ('Abuse', 0.07577215880155563), ('Robbery', 0.07570800185203552), ('Arrest', 0.07563173770904541), ('Normal Videos', 0.07553558051586151), ('Stealing', 0.07491261512041092), ('Arson', 0.07384553551673889)]
Explosion041: [('Burglary', 0.07621531188488007), ('Road Accidents', 0.07580772787332535), ('Explosion', 0.07478371262550354), ('Vandalism', 0.07370195537805557), ('Normal Videos', 0.07296817749738693), ('Shooting', 0.07226739078760147), ('Arson', 0.07218781113624573), ('Fighting', 0.07212474942207336), ('Assault', 0.07212022691965103), ('Arrest', 0.07161540538072586), ('Abuse', 0.07141038030385971), ('Robbery', 0.07046578079462051), ('Stealing', 0.07027575373649597), ('Shoplifting', 0.06484521925449371)]
Explosion043: [('Vandalism', 0.0771920457482338), ('Shoplifting', 0.07553639262914658), ('Explosion', 0.07523216307163239), ('Burglary', 0.07515596598386765), ('Road Accidents', 0.07471088320016861), ('Robbery', 0.07462325692176819), ('Fighting', 0.07410255819559097), ('Normal Videos', 0.07381567358970642), ('Abuse', 0.07359317690134048), ('Shooting', 0.07309804856777191), ('Stealing', 0.07304679602384567), ('Assault', 0.0730385035276413), ('Arrest', 0.07265781611204147), ('Arson', 0.07226170599460602)]
Explosion006: [('Burglary', 0.07633577287197113), ('Explosion', 0.07507601380348206), ('Road Accidents', 0.07479743659496307), ('Vandalism', 0.0743417739868164), ('Fighting', 0.07392163574695587), ('Abuse', 0.07330399006605148), ('Normal Videos', 0.07321904599666595), ('Shooting', 0.07319117337465286), ('Assault', 0.07306400686502457), ('Stealing', 0.07245061546564102), ('Arrest', 0.07230670750141144), ('Robbery', 0.07195696234703064), ('Arson', 0.07166439294815063), ('Shoplifting', 0.06781669706106186)]
Explosion044: [('Burglary', 0.07711068540811539), ('Road Accidents', 0.07624297589063644), ('Vandalism', 0.07517389953136444), ('Explosion', 0.07507601380348206), ('Fighting', 0.07420279085636139), ('Abuse', 0.07364536821842194), ('Robbery', 0.0730024129152298), ('Assault', 0.07291673123836517), ('Stealing', 0.07288677990436554), ('Shooting', 0.072595976293087), ('Normal Videos', 0.0724639743566513), ('Arrest', 0.07201722264289856), ('Arson', 0.07131503522396088), ('Shoplifting', 0.07093416154384613)]
Explosion002: [('Vandalism', 0.07868663966655731), ('Shoplifting', 0.0786382406949997), ('Road Accidents', 0.0781184658408165), ('Burglary', 0.07692056894302368), ('Arson', 0.07594136893749237), ('Explosion', 0.07577250152826309), ('Assault', 0.07565367966890335), ('Shooting', 0.07543700933456421), ('Abuse', 0.07509440183639526), ('Fighting', 0.07490454614162445), ('Arrest', 0.07465024292469025), ('Normal Videos', 0.0742805227637291), ('Stealing', 0.07368195056915283), ('Robbery', 0.07193450629711151)]
Explosion011: [('Road Accidents', 0.07735952734947205), ('Burglary', 0.07642349600791931), ('Vandalism', 0.075649194419384), ('Explosion', 0.07537855952978134), ('Shooting', 0.07351823896169662), ('Fighting', 0.0734480619430542), ('Normal Videos', 0.07338900119066238), ('Abuse', 0.07331748306751251), ('Assault', 0.07271283864974976), ('Arrest', 0.0723094567656517), ('Arson', 0.07164963334798813), ('Stealing', 0.07156555354595184), ('Robbery', 0.07042505592107773), ('Shoplifting', 0.06533554941415787)]
Explosion008: [('Explosion', 0.07628016173839569), ('Road Accidents', 0.07600963115692139), ('Burglary', 0.07501030713319778), ('Fighting', 0.07500796765089035), ('Normal Videos', 0.07498331367969513), ('Assault', 0.07493278384208679), ('Abuse', 0.07465872913599014), ('Shooting', 0.0746532753109932), ('Stealing', 0.07415024191141129), ('Arrest', 0.07414213567972183), ('Arson', 0.07270398736000061), ('Robbery', 0.07240124046802521), ('Vandalism', 0.07179436832666397), ('Shoplifting', 0.06911211460828781)]
Explosion047: [('Explosion', 0.07584203034639359), ('Assault', 0.07552456110715866), ('Burglary', 0.07550838589668274), ('Shooting', 0.07505732774734497), ('Road Accidents', 0.07503297179937363), ('Abuse', 0.07502817362546921), ('Fighting', 0.07494562119245529), ('Normal Videos', 0.07475100457668304), ('Arrest', 0.07448885589838028), ('Stealing', 0.07386092841625214), ('Vandalism', 0.07340707629919052), ('Robbery', 0.07173128426074982), ('Arson', 0.07116014510393143), ('Shoplifting', 0.06845095008611679)]
Explosion020: [('Burglary', 0.07612622529268265), ('Road Accidents', 0.07592199742794037), ('Normal Videos', 0.07547376304864883), ('Explosion', 0.0748780220746994), ('Vandalism', 0.0748400092124939), ('Fighting', 0.07371470332145691), ('Abuse', 0.07320529967546463), ('Stealing', 0.07319169491529465), ('Shooting', 0.07307636737823486), ('Assault', 0.07285843044519424), ('Arrest', 0.07257457822561264), ('Robbery', 0.07195109128952026), ('Arson', 0.07129406929016113), ('Shoplifting', 0.0694776326417923)]
Explosion001: [('Explosion', 0.07606483995914459), ('Arson', 0.0755988284945488), ('Road Accidents', 0.07537925243377686), ('Burglary', 0.0749729797244072), ('Assault', 0.07453381270170212), ('Normal Videos', 0.07451001554727554), ('Abuse', 0.07403960078954697), ('Shooting', 0.07387959957122803), ('Fighting', 0.07385154813528061), ('Arrest', 0.07358361035585403), ('Stealing', 0.07319372147321701), ('Vandalism', 0.07285524159669876), ('Robbery', 0.07075995951890945), ('Shoplifting', 0.06823506951332092)]
Explosion013: [('Burglary', 0.07669422030448914), ('Explosion', 0.07601552456617355), ('Abuse', 0.07598115503787994), ('Assault', 0.07580994814634323), ('Fighting', 0.07555373013019562), ('Stealing', 0.0755385011434555), ('Shooting', 0.07523821294307709), ('Road Accidents', 0.07511240988969803), ('Vandalism', 0.07504577934741974), ('Normal Videos', 0.07484285533428192), ('Arrest', 0.07480334490537643), ('Arson', 0.07320769876241684), ('Robbery', 0.07273770868778229), ('Shoplifting', 0.07003948092460632)]
Explosion028: [('Vandalism', 0.0768117755651474), ('Burglary', 0.076059989631176), ('Explosion', 0.07520882040262222), ('Shoplifting', 0.07502562552690506), ('Fighting', 0.07453656196594238), ('Road Accidents', 0.07434872537851334), ('Assault', 0.0739273950457573), ('Abuse', 0.07377433776855469), ('Shooting', 0.07368414103984833), ('Stealing', 0.073318250477314), ('Robbery', 0.0732918307185173), ('Arrest', 0.07312899082899094), ('Normal Videos', 0.0729694589972496), ('Arson', 0.07189665734767914)]
Explosion007: [('Burglary', 0.07633577287197113), ('Explosion', 0.07576488703489304), ('Road Accidents', 0.07558764517307281), ('Normal Videos', 0.07524916529655457), ('Vandalism', 0.07494524121284485), ('Fighting', 0.07482096552848816), ('Assault', 0.0746876671910286), ('Abuse', 0.07463526725769043), ('Stealing', 0.07453076541423798), ('Shooting', 0.07430842518806458), ('Robbery', 0.0741310641169548), ('Arrest', 0.07389508932828903), ('Arson', 0.07246659696102142), ('Shoplifting', 0.07160978764295578)]
Explosion019: [('Explosion', 0.07594020664691925), ('Burglary', 0.07565372437238693), ('Shooting', 0.07353577762842178), ('Fighting', 0.07340632379055023), ('Assault', 0.07331038266420364), ('Arson', 0.07318850606679916), ('Normal Videos', 0.07314877212047577), ('Robbery', 0.07295077294111252), ('Road Accidents', 0.07294660806655884), ('Abuse', 0.07290381193161011), ('Arrest', 0.07279285788536072), ('Vandalism', 0.07195059210062027), ('Stealing', 0.07191577553749084), ('Shoplifting', 0.06767504662275314)]
