RoadAccidents055_x264: [('Road Accidents', 0.07655795), ('Vandalism', 0.07618109), ('Burglary', 0.07535075), ('Normal Videos', 0.07352999), ('Arson', 0.072182134), ('Explosion', 0.071565166), ('Robbery', 0.07052415), ('Shooting', 0.07033746), ('Abuse', 0.069441), ('Fighting', 0.069360316), ('Shoplifting', 0.0691673), ('Assault', 0.06883312), ('Arrest', 0.0687745), ('Stealing', 0.06819511)]
Explosion050_x264: [('Road Accidents', 0.077171065), ('Vandalism', 0.07645906), ('Burglary', 0.074805185), ('Normal Videos', 0.07371651), ('Explosion', 0.07278425), ('Arson', 0.07171355), ('Shooting', 0.0700087), ('Fighting', 0.06991859), ('Abuse', 0.06967208), ('Robbery', 0.069471024), ('Assault', 0.069172665), ('Shoplifting', 0.06905533), ('Arrest', 0.06856923), ('Stealing', 0.067482725)]
Explosion035_x264: [('Burglary', 0.07573184), ('Vandalism', 0.075681016), ('Road Accidents', 0.075604394), ('Shoplifting', 0.07480602), ('Normal Videos', 0.07462244), ('Arson', 0.073101155), ('Robbery', 0.072004125), ('Explosion', 0.070278816), ('Shooting', 0.06906704), ('Fighting', 0.06893027), ('Abuse', 0.06841299), ('Stealing', 0.06804668), ('Arrest', 0.06705519), ('Assault', 0.06665797)]
Explosion052_x264: [('Burglary', 0.07558015), ('Road Accidents', 0.07501025), ('Arson', 0.07496053), ('Vandalism', 0.07297373), ('Normal Videos', 0.07234902), ('Explosion', 0.07198696), ('Shoplifting', 0.07163499), ('Robbery', 0.07101822), ('Fighting', 0.070564285), ('Shooting', 0.069860704), ('Abuse', 0.068771675), ('Stealing', 0.06872592), ('Assault', 0.06836427), ('Arrest', 0.068199255)]
Explosion010_x264: [('Road Accidents', 0.07591197), ('Normal Videos', 0.07541261), ('Vandalism', 0.07436723), ('Burglary', 0.07428703), ('Arson', 0.07320136), ('Explosion', 0.07183773), ('Shoplifting', 0.071551934), ('Shooting', 0.070318416), ('Robbery', 0.06994017), ('Fighting', 0.069854856), ('Abuse', 0.06912679), ('Stealing', 0.068395674), ('Assault', 0.06797207), ('Arrest', 0.06782218)]
Explosion021_x264: [('Vandalism', 0.07573486), ('Road Accidents', 0.07546086), ('Burglary', 0.074861854), ('Arson', 0.074386284), ('Normal Videos', 0.073221624), ('Shoplifting', 0.07185568), ('Explosion', 0.07134228), ('Robbery', 0.07108071), ('Shooting', 0.07043785), ('Fighting', 0.069919474), ('Abuse', 0.06856502), ('Stealing', 0.068078905), ('Assault', 0.067527555), ('Arrest', 0.067527115)]
Explosion016_x264: [('Vandalism', 0.07768907), ('Burglary', 0.07756814), ('Road Accidents', 0.07732851), ('Shoplifting', 0.07565177), ('Arson', 0.07480739), ('Normal Videos', 0.07280491), ('Robbery', 0.07246835), ('Explosion', 0.07006625), ('Shooting', 0.068626404), ('Fighting', 0.068123676), ('Abuse', 0.066628), ('Stealing', 0.06660441), ('Arrest', 0.066449106), ('Assault', 0.065183975)]
Vandalism042_x264: [('Burglary', 0.07703647), ('Vandalism', 0.07657514), ('Road Accidents', 0.07655605), ('Arson', 0.07455045), ('Shoplifting', 0.07426718), ('Normal Videos', 0.07262423), ('Robbery', 0.071686625), ('Explosion', 0.070267454), ('Fighting', 0.069000676), ('Shooting', 0.06878759), ('Abuse', 0.06758709), ('Stealing', 0.06736285), ('Arrest', 0.06701159), ('Assault', 0.06668656)]
Vandalism033_x264: [('Burglary', 0.076640256), ('Road Accidents', 0.0765225), ('Vandalism', 0.07631291), ('Shoplifting', 0.073987454), ('Normal Videos', 0.07373671), ('Arson', 0.073218785), ('Robbery', 0.071884885), ('Explosion', 0.070443876), ('Shooting', 0.06926738), ('Fighting', 0.06902537), ('Abuse', 0.06780263), ('Stealing', 0.06725471), ('Arrest', 0.06711192), ('Assault', 0.06679058)]
Vandalism002_x264: [('Burglary', 0.07650176), ('Road Accidents', 0.07630941), ('Vandalism', 0.075912036), ('Normal Videos', 0.07452716), ('Shoplifting', 0.07430118), ('Arson', 0.07300671), ('Robbery', 0.07193743), ('Explosion', 0.07040716), ('Shooting', 0.06896438), ('Fighting', 0.06889596), ('Stealing', 0.06766552), ('Abuse', 0.0676539), ('Arrest', 0.06720392), ('Assault', 0.06671345)]
Vandalism034_x264: [('Burglary', 0.076758415), ('Road Accidents', 0.07633889), ('Vandalism', 0.0757338), ('Arson', 0.073294565), ('Explosion', 0.07175598), ('Normal Videos', 0.071728565), ('Shoplifting', 0.07147324), ('Robbery', 0.07005264), ('Shooting', 0.069928445), ('Fighting', 0.06985189), ('Abuse', 0.06882613), ('Arrest', 0.0681384), ('Assault', 0.068079226), ('Stealing', 0.06803977)]
Vandalism010_x264: [('Road Accidents', 0.07589439), ('Burglary', 0.074375615), ('Normal Videos', 0.07402757), ('Arson', 0.07310625), ('Vandalism', 0.07295932), ('Explosion', 0.07137042), ('Shoplifting', 0.070970215), ('Robbery', 0.07069433), ('Fighting', 0.07063087), ('Shooting', 0.07059554), ('Abuse', 0.06950622), ('Stealing', 0.06877181), ('Arrest', 0.06860409), ('Assault', 0.068493366)]
Vandalism050_x264: [('Shoplifting', 0.080626264), ('Burglary', 0.08028368), ('Vandalism', 0.07993144), ('Road Accidents', 0.077107474), ('Arson', 0.075916566), ('Robbery', 0.07348703), ('Normal Videos', 0.07089823), ('Explosion', 0.069386), ('Fighting', 0.06640065), ('Shooting', 0.06609296), ('Abuse', 0.06584062), ('Stealing', 0.065823235), ('Arrest', 0.06447005), ('Assault', 0.06373584)]
Vandalism015_x264: [('Vandalism', 0.078342184), ('Burglary', 0.07797203), ('Road Accidents', 0.0777688), ('Shoplifting', 0.07627639), ('Arson', 0.07447624), ('Normal Videos', 0.07204705), ('Robbery', 0.07189884), ('Explosion', 0.070060894), ('Fighting', 0.06812845), ('Shooting', 0.06792689), ('Abuse', 0.0671884), ('Stealing', 0.06632865), ('Arrest', 0.065978795), ('Assault', 0.06560642)]
Vandalism022_x264: [('Road Accidents', 0.0747947), ('Normal Videos', 0.07357708), ('Burglary', 0.07334408), ('Arson', 0.07263119), ('Vandalism', 0.072549716), ('Explosion', 0.0718616), ('Fighting', 0.07132544), ('Shooting', 0.071201846), ('Shoplifting', 0.07046878), ('Abuse', 0.07022331), ('Stealing', 0.07004237), ('Robbery', 0.06970305), ('Arrest', 0.0691608), ('Assault', 0.06911595)]
Vandalism024_x264: [('Vandalism', 0.0798098), ('Burglary', 0.07955243), ('Shoplifting', 0.07876412), ('Road Accidents', 0.07848604), ('Arson', 0.07600982), ('Robbery', 0.07254991), ('Normal Videos', 0.07114069), ('Explosion', 0.06944637), ('Fighting', 0.06678998), ('Shooting', 0.06634439), ('Abuse', 0.06620304), ('Stealing', 0.06574927), ('Arrest', 0.06481817), ('Assault', 0.064336)]
Vandalism035_x264: [('Burglary', 0.077837914), ('Vandalism', 0.077547476), ('Road Accidents', 0.0769613), ('Arson', 0.07374707), ('Normal Videos', 0.07298382), ('Shoplifting', 0.07255188), ('Robbery', 0.07155896), ('Explosion', 0.070884466), ('Shooting', 0.068938814), ('Fighting', 0.068621404), ('Abuse', 0.06779814), ('Arrest', 0.066901), ('Assault', 0.066841416), ('Stealing', 0.06682635)]
Vandalism040_x264: [('Vandalism', 0.077249065), ('Burglary', 0.077029586), ('Road Accidents', 0.07555536), ('Arson', 0.073793314), ('Normal Videos', 0.07328395), ('Shoplifting', 0.07291094), ('Robbery', 0.07135632), ('Explosion', 0.07062544), ('Shooting', 0.06954312), ('Fighting', 0.06892234), ('Abuse', 0.06821131), ('Arrest', 0.06741801), ('Stealing', 0.067198575), ('Assault', 0.06690266)]
Vandalism020_x264: [('Road Accidents', 0.07630932), ('Burglary', 0.07614115), ('Vandalism', 0.07499546), ('Normal Videos', 0.07354932), ('Arson', 0.07297619), ('Explosion', 0.071769856), ('Shooting', 0.07033895), ('Robbery', 0.07031737), ('Shoplifting', 0.069684446), ('Fighting', 0.06967514), ('Abuse', 0.069215834), ('Assault', 0.068584904), ('Arrest', 0.06845592), ('Stealing', 0.06798617)]
Vandalism041_x264: [('Road Accidents', 0.07510903), ('Burglary', 0.07503716), ('Vandalism', 0.074441), ('Shoplifting', 0.07438215), ('Arson', 0.073975734), ('Normal Videos', 0.07246888), ('Robbery', 0.07154327), ('Explosion', 0.07087075), ('Fighting', 0.070284896), ('Shooting', 0.06944444), ('Stealing', 0.06875433), ('Abuse', 0.068554394), ('Arrest', 0.0677173), ('Assault', 0.06741674)]
Vandalism023_x264: [('Shoplifting', 0.07777726), ('Vandalism', 0.07769994), ('Road Accidents', 0.07627292), ('Burglary', 0.07594289), ('Arson', 0.073479794), ('Normal Videos', 0.07346176), ('Robbery', 0.07219366), ('Explosion', 0.06931123), ('Fighting', 0.06821051), ('Shooting', 0.06811377), ('Abuse', 0.06789477), ('Stealing', 0.06751339), ('Arrest', 0.06643305), ('Assault', 0.06569502)]
Vandalism047_x264: [('Burglary', 0.07743585), ('Road Accidents', 0.07684308), ('Vandalism', 0.07615136), ('Arson', 0.07346564), ('Shoplifting', 0.07325596), ('Normal Videos', 0.07294207), ('Robbery', 0.0712161), ('Explosion', 0.07085465), ('Fighting', 0.069124125), ('Shooting', 0.06895988), ('Abuse', 0.0678864), ('Arrest', 0.0674865), ('Assault', 0.06724406), ('Stealing', 0.0671343)]
Vandalism030_x264: [('Vandalism', 0.078820385), ('Burglary', 0.07763871), ('Road Accidents', 0.07661069), ('Normal Videos', 0.07385978), ('Shoplifting', 0.073622376), ('Arson', 0.07350751), ('Robbery', 0.071137145), ('Explosion', 0.07038726), ('Shooting', 0.068715386), ('Fighting', 0.06805321), ('Abuse', 0.06777211), ('Stealing', 0.06679433), ('Arrest', 0.06654857), ('Assault', 0.06653248)]
Vandalism001_x264: [('Road Accidents', 0.07661196), ('Vandalism', 0.07647962), ('Burglary', 0.075317115), ('Normal Videos', 0.074550964), ('Shoplifting', 0.07276957), ('Arson', 0.072555356), ('Robbery', 0.07078615), ('Explosion', 0.07047522), ('Shooting', 0.07004492), ('Fighting', 0.069333225), ('Abuse', 0.06861548), ('Stealing', 0.067789555), ('Arrest', 0.06754841), ('Assault', 0.06712243)]
Vandalism043_x264: [('Burglary', 0.07796163), ('Vandalism', 0.07788643), ('Road Accidents', 0.07738294), ('Shoplifting', 0.07642281), ('Arson', 0.07424237), ('Normal Videos', 0.07175791), ('Robbery', 0.071493864), ('Explosion', 0.07020273), ('Fighting', 0.06825055), ('Shooting', 0.067731746), ('Abuse', 0.06749942), ('Stealing', 0.06693395), ('Arrest', 0.06639093), ('Assault', 0.06584266)]
Vandalism046_x264: [('Vandalism', 0.0775886), ('Burglary', 0.07732142), ('Road Accidents', 0.07694661), ('Arson', 0.07451665), ('Shoplifting', 0.073029265), ('Normal Videos', 0.07281594), ('Robbery', 0.071190275), ('Explosion', 0.07083671), ('Shooting', 0.06900714), ('Fighting', 0.06859621), ('Abuse', 0.06776538), ('Stealing', 0.066920556), ('Assault', 0.06673753), ('Arrest', 0.06672772)]
Vandalism007_x264: [('Shoplifting', 0.08076123), ('Vandalism', 0.078151144), ('Burglary', 0.07678514), ('Arson', 0.075132184), ('Road Accidents', 0.07457832), ('Normal Videos', 0.074078366), ('Robbery', 0.074014366), ('Explosion', 0.06845952), ('Stealing', 0.06784937), ('Shooting', 0.067052506), ('Fighting', 0.0669835), ('Abuse', 0.066392004), ('Arrest', 0.06533506), ('Assault', 0.06442727)]
Vandalism025_x264: [('Burglary', 0.079332866), ('Road Accidents', 0.078631245), ('Vandalism', 0.07786094), ('Shoplifting', 0.07727995), ('Arson', 0.07457538), ('Robbery', 0.07232907), ('Normal Videos', 0.07147408), ('Explosion', 0.06976798), ('Fighting', 0.06775053), ('Shooting', 0.0673707), ('Abuse', 0.06642429), ('Arrest', 0.06609991), ('Stealing', 0.06599778), ('Assault', 0.065105215)]
Vandalism004_x264: [('Road Accidents', 0.077590466), ('Burglary', 0.07599239), ('Vandalism', 0.07534429), ('Arson', 0.0734239), ('Normal Videos', 0.07227145), ('Explosion', 0.071611464), ('Shoplifting', 0.07104896), ('Robbery', 0.07034655), ('Shooting', 0.06986413), ('Fighting', 0.06968052), ('Abuse', 0.068998665), ('Assault', 0.06812672), ('Stealing', 0.067873195), ('Arrest', 0.06782732)]
Vandalism012_x264: [('Vandalism', 0.07697013), ('Road Accidents', 0.07647606), ('Burglary', 0.076218106), ('Normal Videos', 0.073469065), ('Arson', 0.073321804), ('Shoplifting', 0.071859516), ('Robbery', 0.07110532), ('Explosion', 0.071017995), ('Shooting', 0.06963743), ('Fighting', 0.06884454), ('Abuse', 0.06864), ('Stealing', 0.06755296), ('Arrest', 0.06746488), ('Assault', 0.06742222)]
Vandalism049_x264: [('Road Accidents', 0.076127745), ('Burglary', 0.075811446), ('Vandalism', 0.07424257), ('Normal Videos', 0.07347188), ('Arson', 0.07331733), ('Shoplifting', 0.07229505), ('Robbery', 0.07128237), ('Explosion', 0.07109501), ('Fighting', 0.07007085), ('Shooting', 0.06996892), ('Abuse', 0.068343304), ('Stealing', 0.06821673), ('Arrest', 0.06821122), ('Assault', 0.06754561)]
Vandalism014_x264: [('Vandalism', 0.07748454), ('Road Accidents', 0.0774211), ('Burglary', 0.07695652), ('Normal Videos', 0.072733775), ('Arson', 0.072505996), ('Explosion', 0.071858026), ('Shooting', 0.07015325), ('Robbery', 0.0698675), ('Fighting', 0.06944428), ('Abuse', 0.06894819), ('Shoplifting', 0.068922944), ('Assault', 0.06855166), ('Arrest', 0.06820371), ('Stealing', 0.06694844)]
Vandalism036_x264: [('Vandalism', 0.07988089), ('Burglary', 0.07948583), ('Shoplifting', 0.07792072), ('Road Accidents', 0.07724968), ('Arson', 0.07499075), ('Robbery', 0.073580906), ('Normal Videos', 0.07136306), ('Explosion', 0.06894111), ('Fighting', 0.06708819), ('Shooting', 0.06672473), ('Abuse', 0.066645466), ('Stealing', 0.06558351), ('Arrest', 0.06537531), ('Assault', 0.06516986)]
Vandalism016_x264: [('Road Accidents', 0.07516457), ('Burglary', 0.075103566), ('Arson', 0.07455009), ('Normal Videos', 0.07434922), ('Vandalism', 0.07422591), ('Shoplifting', 0.07362119), ('Robbery', 0.07126628), ('Explosion', 0.070707336), ('Fighting', 0.06968735), ('Shooting', 0.069496565), ('Stealing', 0.06854812), ('Abuse', 0.06841049), ('Arrest', 0.067524135), ('Assault', 0.067345135)]
Vandalism027_x264: [('Vandalism', 0.07847706), ('Burglary', 0.07804246), ('Road Accidents', 0.07683725), ('Arson', 0.07408048), ('Shoplifting', 0.07344251), ('Normal Videos', 0.07272905), ('Robbery', 0.07193696), ('Explosion', 0.070825055), ('Shooting', 0.068433315), ('Fighting', 0.06805678), ('Abuse', 0.06772116), ('Assault', 0.06657547), ('Arrest', 0.06643549), ('Stealing', 0.06640692)]
Vandalism048_x264: [('Burglary', 0.075325854), ('Road Accidents', 0.075216465), ('Normal Videos', 0.07412936), ('Vandalism', 0.07365867), ('Arson', 0.07341666), ('Shoplifting', 0.071622826), ('Explosion', 0.0713108), ('Robbery', 0.07089711), ('Fighting', 0.07079003), ('Shooting', 0.070087485), ('Abuse', 0.06889544), ('Stealing', 0.06861054), ('Arrest', 0.06817211), ('Assault', 0.06786668)]
Vandalism013_x264: [('Vandalism', 0.0761666), ('Road Accidents', 0.07613854), ('Burglary', 0.07520053), ('Shoplifting', 0.074678555), ('Arson', 0.074319705), ('Normal Videos', 0.07245669), ('Explosion', 0.07137019), ('Robbery', 0.07095881), ('Fighting', 0.069166765), ('Shooting', 0.0690508), ('Stealing', 0.06840212), ('Abuse', 0.06804216), ('Arrest', 0.06719146), ('Assault', 0.06685706)]
Vandalism006_x264: [('Vandalism', 0.07763357), ('Burglary', 0.076894164), ('Road Accidents', 0.07662643), ('Shoplifting', 0.076288), ('Arson', 0.07409315), ('Robbery', 0.07314361), ('Normal Videos', 0.07292449), ('Explosion', 0.070037834), ('Shooting', 0.06812941), ('Fighting', 0.06800369), ('Abuse', 0.06717436), ('Stealing', 0.06716071), ('Arrest', 0.06624392), ('Assault', 0.065646686)]
Vandalism032_x264: [('Road Accidents', 0.07608973), ('Vandalism', 0.07506515), ('Burglary', 0.07415284), ('Normal Videos', 0.07392761), ('Shoplifting', 0.07253839), ('Arson', 0.0725282), ('Robbery', 0.07154442), ('Explosion', 0.07091988), ('Shooting', 0.06996355), ('Fighting', 0.06974134), ('Abuse', 0.06933686), ('Stealing', 0.06860737), ('Arrest', 0.06796923), ('Assault', 0.06761536)]
Vandalism037_x264: [('Road Accidents', 0.07634945), ('Burglary', 0.07590821), ('Vandalism', 0.07524772), ('Normal Videos', 0.0737982), ('Arson', 0.07348681), ('Shoplifting', 0.07237164), ('Explosion', 0.071016185), ('Robbery', 0.07066785), ('Shooting', 0.070218995), ('Fighting', 0.06995012), ('Abuse', 0.068265446), ('Stealing', 0.06777078), ('Assault', 0.06756747), ('Arrest', 0.06738122)]
Vandalism031_x264: [('Shoplifting', 0.080070876), ('Vandalism', 0.07787963), ('Burglary', 0.07688255), ('Arson', 0.07483757), ('Road Accidents', 0.07442326), ('Robbery', 0.074418046), ('Normal Videos', 0.07286449), ('Explosion', 0.069385186), ('Stealing', 0.06797481), ('Fighting', 0.06753203), ('Abuse', 0.066947356), ('Shooting', 0.066711135), ('Arrest', 0.06526892), ('Assault', 0.064804174)]
Vandalism038_x264: [('Burglary', 0.0778843), ('Road Accidents', 0.07718883), ('Vandalism', 0.07638987), ('Arson', 0.07376036), ('Normal Videos', 0.07328038), ('Shoplifting', 0.0727133), ('Robbery', 0.071189806), ('Explosion', 0.07076925), ('Shooting', 0.069380976), ('Fighting', 0.069032736), ('Abuse', 0.06768408), ('Arrest', 0.06711806), ('Stealing', 0.06683477), ('Assault', 0.06677326)]
Vandalism005_x264: [('Shoplifting', 0.07861121), ('Vandalism', 0.07822809), ('Burglary', 0.077022135), ('Road Accidents', 0.07643367), ('Arson', 0.07517733), ('Normal Videos', 0.07297887), ('Robbery', 0.0724317), ('Explosion', 0.069383964), ('Fighting', 0.0675522), ('Shooting', 0.06735916), ('Abuse', 0.0672975), ('Stealing', 0.067023195), ('Arrest', 0.06551066), ('Assault', 0.06499031)]
Vandalism003_x264: [('Burglary', 0.07889664), ('Vandalism', 0.0786189), ('Road Accidents', 0.0771621), ('Shoplifting', 0.075855546), ('Arson', 0.07399817), ('Normal Videos', 0.07203151), ('Robbery', 0.07161537), ('Explosion', 0.07014301), ('Fighting', 0.06815154), ('Shooting', 0.067555405), ('Abuse', 0.0672515), ('Stealing', 0.06695866), ('Arrest', 0.066126764), ('Assault', 0.065634824)]
Vandalism028_x264: [('Burglary', 0.07659539), ('Vandalism', 0.07647397), ('Road Accidents', 0.07609494), ('Shoplifting', 0.07466019), ('Arson', 0.07454288), ('Normal Videos', 0.07398555), ('Robbery', 0.071258634), ('Explosion', 0.07029468), ('Fighting', 0.06896888), ('Shooting', 0.068706624), ('Abuse', 0.0678819), ('Stealing', 0.06731558), ('Arrest', 0.06691123), ('Assault', 0.06630951)]
Vandalism011_x264: [('Road Accidents', 0.07565901), ('Burglary', 0.075269744), ('Shoplifting', 0.074611165), ('Vandalism', 0.074292384), ('Arson', 0.0741914), ('Normal Videos', 0.07273591), ('Robbery', 0.0720237), ('Explosion', 0.07027079), ('Fighting', 0.07022775), ('Shooting', 0.069313295), ('Stealing', 0.068377286), ('Abuse', 0.06822542), ('Arrest', 0.067652084), ('Assault', 0.06715003)]
Vandalism019_x264: [('Burglary', 0.077256165), ('Road Accidents', 0.076263204), ('Vandalism', 0.076054275), ('Shoplifting', 0.07494137), ('Arson', 0.07432781), ('Normal Videos', 0.07276372), ('Robbery', 0.07177359), ('Explosion', 0.070198074), ('Fighting', 0.069087364), ('Shooting', 0.068662494), ('Stealing', 0.06746786), ('Abuse', 0.06745679), ('Arrest', 0.06711324), ('Assault', 0.06663408)]
Vandalism017_x264: [('Shoplifting', 0.082032174), ('Burglary', 0.08060065), ('Vandalism', 0.080543056), ('Road Accidents', 0.07825753), ('Arson', 0.0752092), ('Robbery', 0.07312625), ('Normal Videos', 0.07123889), ('Explosion', 0.06904771), ('Fighting', 0.0664727), ('Shooting', 0.06580457), ('Abuse', 0.0654575), ('Stealing', 0.06512467), ('Arrest', 0.06390934), ('Assault', 0.06317579)]
Vandalism009_x264: [('Road Accidents', 0.07526935), ('Normal Videos', 0.07462101), ('Burglary', 0.073007494), ('Vandalism', 0.07275097), ('Arson', 0.07210378), ('Explosion', 0.072020516), ('Shooting', 0.07142207), ('Fighting', 0.07097931), ('Abuse', 0.07042311), ('Robbery', 0.06998636), ('Stealing', 0.069663994), ('Assault', 0.06949713), ('Arrest', 0.06942824), ('Shoplifting', 0.0688267)]
Vandalism039_x264: [('Road Accidents', 0.07482877), ('Normal Videos', 0.07474578), ('Vandalism', 0.0743644), ('Burglary', 0.073091835), ('Shoplifting', 0.07276932), ('Arson', 0.07256935), ('Robbery', 0.07119116), ('Explosion', 0.07078142), ('Fighting', 0.070218034), ('Shooting', 0.0701809), ('Abuse', 0.06965224), ('Stealing', 0.06943889), ('Arrest', 0.068251036), ('Assault', 0.067916796)]
Vandalism018_x264: [('Road Accidents', 0.07616244), ('Burglary', 0.07554553), ('Vandalism', 0.074389786), ('Normal Videos', 0.074012324), ('Arson', 0.07341278), ('Shoplifting', 0.072167814), ('Robbery', 0.07133908), ('Explosion', 0.070514075), ('Fighting', 0.07001348), ('Shooting', 0.06996186), ('Abuse', 0.06858815), ('Stealing', 0.06814142), ('Arrest', 0.06794996), ('Assault', 0.06780135)]
Vandalism021_x264: [('Road Accidents', 0.077282175), ('Vandalism', 0.07717369), ('Burglary', 0.07715821), ('Shoplifting', 0.0764939), ('Arson', 0.07414713), ('Robbery', 0.07251784), ('Normal Videos', 0.071899645), ('Explosion', 0.07035356), ('Shooting', 0.068406), ('Fighting', 0.068371095), ('Abuse', 0.067147724), ('Stealing', 0.066918544), ('Arrest', 0.06646656), ('Assault', 0.06566395)]
