RoadAccidents055_x264: [('Road Accidents', 0.6942875), ('Vandalism', 0.6893528), ('Burglary', 0.67839336), ('Normal Videos', 0.6539328), ('Arson', 0.6354321), ('Explosion', 0.6268479), ('Robbery', 0.61219466), ('Shooting', 0.60954404), ('Abuse', 0.596717), ('Fighting', 0.59555435), ('Shoplifting', 0.5927677), ('Assault', 0.58792454), ('Arrest', 0.58707255), ('Stealing', 0.5786124)]
Normal_Videos_781_x264: [('Road Accidents', 0.5576538), ('Vandalism', 0.543887), ('Burglary', 0.5342488), ('Shoplifting', 0.50568765), ('Arson', 0.48310417), ('Normal Videos', 0.48233604), ('Robbery', 0.46854505), ('Explosion', 0.45683205), ('Fighting', 0.43937746), ('Shooting', 0.42879176), ('Abuse', 0.42539233), ('Arrest', 0.41459125), ('Stealing', 0.41130388), ('Assault', 0.4035315)]
Normal_Videos_352_x264: [('Road Accidents', 0.6055471), ('Burglary', 0.57997286), ('Vandalism', 0.5657141), ('Arson', 0.55488545), ('Normal Videos', 0.51961946), ('Explosion', 0.5121197), ('Shoplifting', 0.51117986), ('Robbery', 0.50441444), ('Fighting', 0.49804986), ('Shooting', 0.49364603), ('Abuse', 0.48270375), ('Arrest', 0.47526246), ('Stealing', 0.46814704), ('Assault', 0.46779492)]
Normal_Videos_913_x264: [('Burglary', 0.69351125), ('Road Accidents', 0.6846448), ('Vandalism', 0.6691551), ('Arson', 0.62875116), ('Normal Videos', 0.61973536), ('Explosion', 0.6142361), ('Robbery', 0.5947052), ('Shoplifting', 0.5810064), ('Fighting', 0.57847375), ('Shooting', 0.57298076), ('Abuse', 0.5696189), ('Arrest', 0.55612624), ('Assault', 0.5536783), ('Stealing', 0.54796505)]
Normal_Videos_251_x264: [('Burglary', 0.6024915), ('Vandalism', 0.59994525), ('Road Accidents', 0.5754649), ('Arson', 0.5362938), ('Shoplifting', 0.53555286), ('Normal Videos', 0.5213033), ('Robbery', 0.50714993), ('Explosion', 0.50354594), ('Fighting', 0.45840073), ('Abuse', 0.44768772), ('Shooting', 0.446863), ('Stealing', 0.4433789), ('Arrest', 0.43719798), ('Assault', 0.42561126)]
Normal_Videos_576_x264: [('Road Accidents', 0.53828907), ('Normal Videos', 0.5219968), ('Robbery', 0.51167697), ('Arson', 0.50983906), ('Shoplifting', 0.5069753), ('Vandalism', 0.5017607), ('Burglary', 0.4942939), ('Explosion', 0.4895848), ('Fighting', 0.48521096), ('Stealing', 0.47860068), ('Shooting', 0.47417027), ('Abuse', 0.46982056), ('Arrest', 0.45799533), ('Assault', 0.44692203)]
Normal_Videos_310_x264: [('Road Accidents', 0.68157816), ('Normal Videos', 0.63488054), ('Burglary', 0.6322347), ('Vandalism', 0.6306362), ('Explosion', 0.61897564), ('Fighting', 0.6155402), ('Arson', 0.6133764), ('Shooting', 0.6078235), ('Abuse', 0.59706163), ('Arrest', 0.5945684), ('Assault', 0.5923977), ('Robbery', 0.5744939), ('Stealing', 0.5735124), ('Shoplifting', 0.563071)]
Normal_Videos_885_x264: [('Burglary', 0.5674758), ('Road Accidents', 0.5596346), ('Vandalism', 0.55738235), ('Shoplifting', 0.5082449), ('Arson', 0.5076553), ('Normal Videos', 0.4926183), ('Robbery', 0.46904126), ('Explosion', 0.46297005), ('Shooting', 0.42829895), ('Fighting', 0.42083895), ('Abuse', 0.41165388), ('Stealing', 0.39654574), ('Arrest', 0.38941127), ('Assault', 0.3887066)]
Normal_Videos_914_x264: [('Road Accidents', 0.72104967), ('Burglary', 0.69746834), ('Vandalism', 0.69645846), ('Arson', 0.6527116), ('Normal Videos', 0.64159393), ('Explosion', 0.6300756), ('Shooting', 0.60948116), ('Robbery', 0.6065284), ('Fighting', 0.6054921), ('Shoplifting', 0.59416676), ('Abuse', 0.5937702), ('Arrest', 0.5897484), ('Assault', 0.5875236), ('Stealing', 0.57079756)]
Normal_Videos_801_x264: [('Road Accidents', 0.66304445), ('Burglary', 0.6503762), ('Normal Videos', 0.62547505), ('Explosion', 0.6239721), ('Vandalism', 0.61397755), ('Arson', 0.61211413), ('Fighting', 0.6071164), ('Shooting', 0.60298), ('Abuse', 0.5859244), ('Robbery', 0.57985175), ('Assault', 0.578547), ('Arrest', 0.5747402), ('Stealing', 0.57377326), ('Shoplifting', 0.56764644)]
Explosion041_x264: [('Road Accidents', 0.63798213), ('Arson', 0.6197602), ('Burglary', 0.61755514), ('Normal Videos', 0.6158192), ('Vandalism', 0.5976556), ('Explosion', 0.5923718), ('Robbery', 0.58413136), ('Shoplifting', 0.5819123), ('Shooting', 0.5753848), ('Fighting', 0.5740236), ('Stealing', 0.56302416), ('Abuse', 0.55625725), ('Arrest', 0.54971856), ('Assault', 0.54409635)]
Explosion043_x264: [('Road Accidents', 0.5093704), ('Burglary', 0.49220604), ('Vandalism', 0.49176374), ('Shoplifting', 0.47567302), ('Arson', 0.46215558), ('Normal Videos', 0.45328546), ('Robbery', 0.442636), ('Explosion', 0.43209228), ('Fighting', 0.4291042), ('Shooting', 0.41411018), ('Abuse', 0.4087808), ('Stealing', 0.4041407), ('Arrest', 0.39508694), ('Assault', 0.38658202)]
Explosion006_x264: [('Road Accidents', 0.62615824), ('Burglary', 0.6153728), ('Vandalism', 0.6057203), ('Arson', 0.5755304), ('Normal Videos', 0.5723827), ('Shoplifting', 0.55765885), ('Explosion', 0.5528046), ('Robbery', 0.5509949), ('Fighting', 0.53562593), ('Shooting', 0.5348533), ('Abuse', 0.51376766), ('Arrest', 0.506156), ('Assault', 0.50515425), ('Stealing', 0.50243133)]
Explosion044_x264: [('Vandalism', 0.64714795), ('Burglary', 0.64675725), ('Road Accidents', 0.6255959), ('Shoplifting', 0.5780405), ('Arson', 0.5693003), ('Normal Videos', 0.5588876), ('Robbery', 0.55141956), ('Explosion', 0.5413016), ('Fighting', 0.5016624), ('Shooting', 0.49841052), ('Abuse', 0.48470747), ('Arrest', 0.4758621), ('Stealing', 0.46883193), ('Assault', 0.46862072)]
Explosion002_x264: [('Shoplifting', 0.41355616), ('Road Accidents', 0.4130498), ('Vandalism', 0.41207236), ('Burglary', 0.3912615), ('Arson', 0.38394028), ('Normal Videos', 0.35127288), ('Robbery', 0.33168727), ('Explosion', 0.3035636), ('Shooting', 0.28609365), ('Fighting', 0.28391224), ('Stealing', 0.2695238), ('Abuse', 0.26800272), ('Arrest', 0.25776926), ('Assault', 0.2498804)]
Explosion011_x264: [('Road Accidents', 0.527116), ('Vandalism', 0.5214139), ('Burglary', 0.49725693), ('Shoplifting', 0.483861), ('Arson', 0.48055053), ('Normal Videos', 0.459693), ('Robbery', 0.43507275), ('Explosion', 0.43452537), ('Fighting', 0.41608256), ('Shooting', 0.41536236), ('Abuse', 0.4020323), ('Arrest', 0.3877046), ('Assault', 0.3874874), ('Stealing', 0.3837668)]
Explosion008_x264: [('Road Accidents', 0.5472561), ('Vandalism', 0.54397106), ('Burglary', 0.5289527), ('Normal Videos', 0.5111101), ('Arson', 0.50421727), ('Shoplifting', 0.48949534), ('Robbery', 0.46646595), ('Explosion', 0.4632855), ('Shooting', 0.44171458), ('Fighting', 0.44013068), ('Abuse', 0.42743683), ('Stealing', 0.41574138), ('Arrest', 0.41139737), ('Assault', 0.4102167)]
Explosion047_x264: [('Road Accidents', 0.66153735), ('Burglary', 0.64111423), ('Vandalism', 0.6280841), ('Normal Videos', 0.61035997), ('Arson', 0.60139364), ('Explosion', 0.5855833), ('Robbery', 0.578022), ('Fighting', 0.567701), ('Shooting', 0.5670884), ('Shoplifting', 0.56470656), ('Abuse', 0.5524839), ('Arrest', 0.548813), ('Stealing', 0.54514146), ('Assault', 0.5443704)]
Explosion020_x264: [('Burglary', 0.545398), ('Vandalism', 0.5428635), ('Road Accidents', 0.53916705), ('Normal Videos', 0.53118294), ('Arson', 0.501851), ('Shoplifting', 0.48850706), ('Robbery', 0.47655284), ('Explosion', 0.46196175), ('Shooting', 0.44369894), ('Fighting', 0.4388743), ('Abuse', 0.43159878), ('Stealing', 0.42785093), ('Arrest', 0.41877586), ('Assault', 0.40905887)]
Explosion001_x264: [('Arson', 0.6191282), ('Road Accidents', 0.60920995), ('Burglary', 0.5983466), ('Normal Videos', 0.5782167), ('Explosion', 0.57713944), ('Vandalism', 0.57489204), ('Fighting', 0.54816973), ('Shooting', 0.5457194), ('Robbery', 0.5432982), ('Abuse', 0.53984725), ('Arrest', 0.5363104), ('Assault', 0.53068686), ('Stealing', 0.5292212), ('Shoplifting', 0.52802217)]
Explosion013_x264: [('Burglary', 0.4642838), ('Road Accidents', 0.46298957), ('Vandalism', 0.45852065), ('Shoplifting', 0.44668627), ('Arson', 0.43405345), ('Normal Videos', 0.4268085), ('Robbery', 0.4070394), ('Explosion', 0.3743404), ('Fighting', 0.35723314), ('Shooting', 0.3538949), ('Abuse', 0.3369128), ('Stealing', 0.33425456), ('Arrest', 0.3266707), ('Assault', 0.31599873)]
Explosion028_x264: [('Burglary', 0.5691862), ('Road Accidents', 0.56133616), ('Vandalism', 0.5592029), ('Shoplifting', 0.5099634), ('Arson', 0.50682896), ('Normal Videos', 0.49335337), ('Explosion', 0.47742993), ('Robbery', 0.47683388), ('Fighting', 0.44726783), ('Abuse', 0.4330599), ('Shooting', 0.4291979), ('Stealing', 0.41735345), ('Arrest', 0.41488907), ('Assault', 0.4100014)]
Explosion007_x264: [('Road Accidents', 0.5172632), ('Normal Videos', 0.50757885), ('Burglary', 0.50155157), ('Vandalism', 0.49641335), ('Arson', 0.4873804), ('Shoplifting', 0.4732387), ('Robbery', 0.4598268), ('Explosion', 0.45490238), ('Fighting', 0.45096344), ('Shooting', 0.45026693), ('Abuse', 0.4317211), ('Stealing', 0.42789882), ('Arrest', 0.41902015), ('Assault', 0.41483113)]
Explosion019_x264: [('Burglary', 0.57756174), ('Vandalism', 0.5762891), ('Road Accidents', 0.5537369), ('Shoplifting', 0.53908896), ('Arson', 0.5184752), ('Robbery', 0.5088537), ('Normal Videos', 0.50145847), ('Explosion', 0.4780534), ('Shooting', 0.44331703), ('Fighting', 0.43495142), ('Abuse', 0.42495468), ('Stealing', 0.4172485), ('Arrest', 0.41546306), ('Assault', 0.4051758)]
Explosion012_x264: [('Vandalism', 0.662605), ('Burglary', 0.64203495), ('Road Accidents', 0.6361376), ('Shoplifting', 0.60689133), ('Arson', 0.5855191), ('Normal Videos', 0.57479894), ('Robbery', 0.5639274), ('Explosion', 0.5511811), ('Fighting', 0.5280907), ('Shooting', 0.52146184), ('Abuse', 0.51547766), ('Stealing', 0.49928108), ('Arrest', 0.49705905), ('Assault', 0.4900385)]
Explosion024_x264: [('Shoplifting', 0.47144213), ('Burglary', 0.47103474), ('Vandalism', 0.46732414), ('Road Accidents', 0.453978), ('Arson', 0.4280778), ('Robbery', 0.40044397), ('Normal Videos', 0.38985497), ('Explosion', 0.34228373), ('Fighting', 0.31410342), ('Shooting', 0.31271645), ('Stealing', 0.30457327), ('Abuse', 0.30290952), ('Arrest', 0.2868725), ('Assault', 0.2749754)]
Explosion025_x264: [('Vandalism', 0.5573723), ('Burglary', 0.5262335), ('Shoplifting', 0.5152255), ('Road Accidents', 0.5006089), ('Arson', 0.47524118), ('Normal Videos', 0.46583053), ('Robbery', 0.46100217), ('Explosion', 0.4416598), ('Fighting', 0.38782072), ('Shooting', 0.38113374), ('Stealing', 0.37829816), ('Abuse', 0.3753417), ('Arrest', 0.3614098), ('Assault', 0.34528214)]
Explosion034_x264: [('Road Accidents', 0.6499492), ('Arson', 0.6177141), ('Burglary', 0.61606646), ('Vandalism', 0.6076378), ('Normal Videos', 0.5948998), ('Explosion', 0.5889911), ('Shoplifting', 0.57164645), ('Robbery', 0.56513333), ('Fighting', 0.5633288), ('Shooting', 0.5517883), ('Abuse', 0.5437845), ('Assault', 0.53347886), ('Stealing', 0.5334431), ('Arrest', 0.525975)]
Explosion040_x264: [('Road Accidents', 0.56937855), ('Normal Videos', 0.5600423), ('Burglary', 0.5493971), ('Vandalism', 0.5487642), ('Shoplifting', 0.5430851), ('Arson', 0.5254179), ('Robbery', 0.5213964), ('Explosion', 0.51438165), ('Fighting', 0.5043583), ('Shooting', 0.49776825), ('Stealing', 0.49086696), ('Abuse', 0.49000752), ('Arrest', 0.47838342), ('Assault', 0.46574825)]
Explosion033_x264: [('Road Accidents', 0.5764289), ('Burglary', 0.5678623), ('Arson', 0.55531144), ('Normal Videos', 0.5421865), ('Vandalism', 0.54149604), ('Explosion', 0.5229896), ('Shoplifting', 0.5129121), ('Fighting', 0.50401735), ('Shooting', 0.5035024), ('Robbery', 0.5026996), ('Abuse', 0.48108935), ('Stealing', 0.47965997), ('Assault', 0.47589493), ('Arrest', 0.4749018)]
Explosion009_x264: [('Vandalism', 0.41806963), ('Shoplifting', 0.40803328), ('Burglary', 0.36460593), ('Road Accidents', 0.33637458), ('Arson', 0.3254414), ('Robbery', 0.31562468), ('Normal Videos', 0.3060611), ('Explosion', 0.2536395), ('Fighting', 0.21683122), ('Shooting', 0.2154567), ('Stealing', 0.20772424), ('Abuse', 0.20286892), ('Arrest', 0.19159223), ('Assault', 0.17288324)]
Explosion022_x264: [('Road Accidents', 0.60330355), ('Burglary', 0.5950515), ('Vandalism', 0.58723223), ('Normal Videos', 0.581783), ('Arson', 0.5810558), ('Explosion', 0.5490727), ('Shoplifting', 0.5379309), ('Robbery', 0.53097534), ('Shooting', 0.5267157), ('Fighting', 0.5207192), ('Abuse', 0.5136333), ('Assault', 0.5029357), ('Arrest', 0.5024966), ('Stealing', 0.5014019)]
Explosion038_x264: [('Normal Videos', 0.54311275), ('Road Accidents', 0.5410261), ('Vandalism', 0.52332413), ('Burglary', 0.5174208), ('Shoplifting', 0.5062438), ('Arson', 0.50219893), ('Robbery', 0.48289716), ('Explosion', 0.47801882), ('Shooting', 0.47190356), ('Fighting', 0.4655536), ('Abuse', 0.45536718), ('Stealing', 0.45168626), ('Arrest', 0.43420708), ('Assault', 0.43065608)]
Explosion015_x264: [('Road Accidents', 0.65712035), ('Vandalism', 0.65413094), ('Burglary', 0.63309467), ('Normal Videos', 0.6035138), ('Arson', 0.6018562), ('Shoplifting', 0.5865178), ('Robbery', 0.5768765), ('Explosion', 0.57598877), ('Shooting', 0.5616962), ('Fighting', 0.552381), ('Abuse', 0.54150814), ('Arrest', 0.529284), ('Assault', 0.52785593), ('Stealing', 0.523337)]
Explosion045_x264: [('Vandalism', 0.6466501), ('Burglary', 0.63951993), ('Road Accidents', 0.63553196), ('Normal Videos', 0.58532566), ('Arson', 0.5746323), ('Explosion', 0.55506873), ('Shoplifting', 0.54890823), ('Robbery', 0.5435446), ('Shooting', 0.5249884), ('Fighting', 0.5148685), ('Abuse', 0.5033417), ('Arrest', 0.49415863), ('Assault', 0.49396124), ('Stealing', 0.48384622)]
Explosion004_x264: [('Burglary', 0.51606333), ('Road Accidents', 0.51321423), ('Vandalism', 0.5099133), ('Shoplifting', 0.47783974), ('Normal Videos', 0.47115922), ('Arson', 0.47108698), ('Robbery', 0.45800406), ('Explosion', 0.4316222), ('Shooting', 0.41045552), ('Fighting', 0.40716374), ('Abuse', 0.39249703), ('Arrest', 0.38847274), ('Stealing', 0.3870272), ('Assault', 0.3754775)]
Explosion003_x264: [('Vandalism', 0.6771123), ('Road Accidents', 0.6751441), ('Burglary', 0.6646968), ('Arson', 0.61970073), ('Shoplifting', 0.61894786), ('Normal Videos', 0.6152812), ('Robbery', 0.61163807), ('Explosion', 0.6014233), ('Fighting', 0.5789643), ('Abuse', 0.5681406), ('Shooting', 0.5647961), ('Stealing', 0.55699956), ('Arrest', 0.5513649), ('Assault', 0.54426014)]
Explosion051_x264: [('Road Accidents', 0.63397276), ('Vandalism', 0.61367303), ('Burglary', 0.60479224), ('Normal Videos', 0.5885505), ('Arson', 0.58219546), ('Explosion', 0.5663874), ('Shoplifting', 0.5654637), ('Shooting', 0.55039954), ('Robbery', 0.5491442), ('Fighting', 0.54599935), ('Abuse', 0.5279997), ('Stealing', 0.5153378), ('Arrest', 0.51466304), ('Assault', 0.51418537)]
Explosion030_x264: [('Road Accidents', 0.63710785), ('Burglary', 0.6097877), ('Vandalism', 0.6019668), ('Arson', 0.6015103), ('Normal Videos', 0.58378685), ('Explosion', 0.57077855), ('Fighting', 0.566939), ('Shoplifting', 0.5668145), ('Robbery', 0.5653278), ('Shooting', 0.5586201), ('Abuse', 0.546682), ('Stealing', 0.5434394), ('Arrest', 0.5370902), ('Assault', 0.53119016)]
Explosion037_x264: [('Vandalism', 0.58625054), ('Burglary', 0.5715858), ('Shoplifting', 0.5616313), ('Road Accidents', 0.54984593), ('Arson', 0.5203113), ('Robbery', 0.49030244), ('Normal Videos', 0.47128478), ('Explosion', 0.46042415), ('Fighting', 0.4108867), ('Abuse', 0.40329695), ('Shooting', 0.3987606), ('Stealing', 0.3935396), ('Arrest', 0.37462658), ('Assault', 0.36706305)]
Explosion042_x264: [('Road Accidents', 0.58496743), ('Vandalism', 0.5796826), ('Burglary', 0.55720234), ('Normal Videos', 0.540448), ('Shoplifting', 0.53539956), ('Arson', 0.5351539), ('Explosion', 0.50754476), ('Robbery', 0.5055021), ('Shooting', 0.47929788), ('Fighting', 0.47538567), ('Abuse', 0.47221208), ('Stealing', 0.45833912), ('Assault', 0.45631447), ('Arrest', 0.4543775)]
Explosion048_x264: [('Vandalism', 0.53256243), ('Burglary', 0.48509187), ('Road Accidents', 0.4784068), ('Shoplifting', 0.47601432), ('Normal Videos', 0.46521917), ('Arson', 0.4583194), ('Explosion', 0.4249648), ('Robbery', 0.42437094), ('Fighting', 0.39619827), ('Shooting', 0.38419363), ('Abuse', 0.3757345), ('Stealing', 0.37302807), ('Arrest', 0.36269483), ('Assault', 0.35132694)]
Explosion039_x264: [('Road Accidents', 0.63821), ('Vandalism', 0.6378191), ('Burglary', 0.6300912), ('Arson', 0.5899017), ('Normal Videos', 0.58186126), ('Explosion', 0.56553936), ('Shoplifting', 0.55313426), ('Robbery', 0.54567575), ('Shooting', 0.53940433), ('Fighting', 0.53450286), ('Abuse', 0.5220821), ('Arrest', 0.51293045), ('Assault', 0.51230526), ('Stealing', 0.50040627)]
Explosion005_x264: [('Road Accidents', 0.7189631), ('Normal Videos', 0.7024026), ('Burglary', 0.7006991), ('Vandalism', 0.70060945), ('Arson', 0.6689495), ('Explosion', 0.66884506), ('Robbery', 0.6434721), ('Shooting', 0.6380173), ('Shoplifting', 0.6369612), ('Abuse', 0.6361749), ('Fighting', 0.63324), ('Arrest', 0.6203593), ('Stealing', 0.61752), ('Assault', 0.61636126)]
Explosion046_x264: [('Vandalism', 0.44256657), ('Shoplifting', 0.40630022), ('Road Accidents', 0.40325636), ('Burglary', 0.39238366), ('Arson', 0.3831423), ('Normal Videos', 0.37115517), ('Robbery', 0.33999404), ('Explosion', 0.3213093), ('Abuse', 0.3000755), ('Fighting', 0.2999203), ('Shooting', 0.29285067), ('Stealing', 0.28498185), ('Arrest', 0.27008897), ('Assault', 0.2675888)]
Explosion026_x264: [('Vandalism', 0.6008813), ('Road Accidents', 0.5890161), ('Burglary', 0.58576894), ('Shoplifting', 0.5643449), ('Normal Videos', 0.5436568), ('Arson', 0.53946424), ('Robbery', 0.51474535), ('Explosion', 0.50949323), ('Fighting', 0.48128727), ('Shooting', 0.47321424), ('Abuse', 0.47274625), ('Stealing', 0.45416152), ('Arrest', 0.44453314), ('Assault', 0.44214725)]
Explosion014_x264: [('Road Accidents', 0.7240125), ('Vandalism', 0.70207053), ('Burglary', 0.6999867), ('Normal Videos', 0.66623044), ('Explosion', 0.66402453), ('Arson', 0.6596503), ('Shooting', 0.6423193), ('Fighting', 0.63206434), ('Abuse', 0.6234045), ('Robbery', 0.62081456), ('Assault', 0.6155408), ('Arrest', 0.61116207), ('Stealing', 0.5989382), ('Shoplifting', 0.596764)]
Explosion036_x264: [('Burglary', 0.38626337), ('Vandalism', 0.38453162), ('Shoplifting', 0.38406608), ('Road Accidents', 0.37753326), ('Arson', 0.34700832), ('Robbery', 0.33025974), ('Normal Videos', 0.33012703), ('Explosion', 0.28352422), ('Fighting', 0.27214602), ('Shooting', 0.2671831), ('Stealing', 0.25393313), ('Abuse', 0.25098938), ('Arrest', 0.23933479), ('Assault', 0.22916993)]
Explosion029_x264: [('Road Accidents', 0.5453051), ('Burglary', 0.54458606), ('Vandalism', 0.52875483), ('Shoplifting', 0.5151361), ('Arson', 0.5131469), ('Robbery', 0.47072148), ('Normal Videos', 0.4638561), ('Explosion', 0.45257694), ('Fighting', 0.43172678), ('Shooting', 0.42329302), ('Abuse', 0.41407165), ('Stealing', 0.40794444), ('Arrest', 0.40001184), ('Assault', 0.3909372)]
Explosion023_x264: [('Vandalism', 0.56276894), ('Burglary', 0.5568897), ('Road Accidents', 0.55602926), ('Arson', 0.5287169), ('Shoplifting', 0.51294243), ('Normal Videos', 0.5090517), ('Robbery', 0.5010885), ('Explosion', 0.482323), ('Fighting', 0.45801663), ('Shooting', 0.45778567), ('Abuse', 0.4474054), ('Stealing', 0.433516), ('Arrest', 0.42728922), ('Assault', 0.42603588)]
Explosion027_x264: [('Shoplifting', 0.44767258), ('Burglary', 0.441948), ('Vandalism', 0.43826497), ('Road Accidents', 0.3984828), ('Robbery', 0.3895865), ('Arson', 0.37902218), ('Normal Videos', 0.37367913), ('Explosion', 0.30411103), ('Stealing', 0.27681422), ('Shooting', 0.27353054), ('Fighting', 0.26956612), ('Abuse', 0.26194948), ('Arrest', 0.2527901), ('Assault', 0.23427871)]
Explosion032_x264: [('Burglary', 0.7115953), ('Road Accidents', 0.70525765), ('Vandalism', 0.6734496), ('Arson', 0.67249095), ('Explosion', 0.6674355), ('Normal Videos', 0.6564621), ('Fighting', 0.6446345), ('Shooting', 0.63562316), ('Robbery', 0.6322578), ('Abuse', 0.6255167), ('Arrest', 0.61576056), ('Assault', 0.6155845), ('Stealing', 0.60940325), ('Shoplifting', 0.6066504)]
Explosion017_x264: [('Road Accidents', 0.5349977), ('Vandalism', 0.53211963), ('Normal Videos', 0.51880074), ('Burglary', 0.5128275), ('Arson', 0.49764302), ('Shoplifting', 0.49122727), ('Explosion', 0.4727636), ('Robbery', 0.4717158), ('Fighting', 0.45860308), ('Shooting', 0.4513092), ('Abuse', 0.44554976), ('Stealing', 0.4360186), ('Arrest', 0.4352973), ('Assault', 0.42822126)]
Explosion018_x264: [('Road Accidents', 0.636131), ('Vandalism', 0.6181455), ('Burglary', 0.6156873), ('Normal Videos', 0.58694077), ('Arson', 0.5817132), ('Explosion', 0.56581116), ('Shoplifting', 0.56407726), ('Robbery', 0.5528422), ('Fighting', 0.53416395), ('Shooting', 0.53304446), ('Abuse', 0.52316403), ('Arrest', 0.512949), ('Assault', 0.51271933), ('Stealing', 0.5055365)]
